a = 3402315.263323; b = 5050000.343311; cout = 4038649896607.652832
a = 3474458.362800; b = 4960003.328709; cout = 3764046443854.549316
a = 3474459.814669; b = 4970003.428804; cout = 3770798014630.670410
a = 3474461.266537; b = 4980003.528899; cout = 3777750347757.165039
a = 3474462.718406; b = 4990003.628994; cout = 3784903443234.049316
a = 3474464.170275; b = 5000003.729090; cout = 3792257301061.310547
a = 3474465.622143; b = 5010003.829185; cout = 3799811921238.945312
a = 3474467.074012; b = 5020003.929280; cout = 3807567303766.967773
a = 3474468.525881; b = 5030004.029375; cout = 3815523448645.371582
a = 3474469.977749; b = 5040004.129470; cout = 3823680355874.152832
a = 3474471.429618; b = 5050004.229565; cout = 3832038025453.312988
a = 3474472.881487; b = 5060004.329660; cout = 3840596457382.859863
a = 3474474.333355; b = 5070004.429756; cout = 3849355651662.780762
a = 3474475.785224; b = 5080004.529851; cout = 3858315608293.087891
a = 3474477.237093; b = 5090004.629946; cout = 3867476327273.778320
a = 3474478.688961; b = 5100004.730041; cout = 3876837808604.842773
a = 3474480.140830; b = 5110004.830136; cout = 3886400052286.289551
a = 3474481.592699; b = 5120004.930231; cout = 3896163058318.119141
a = 3474483.044567; b = 5130005.030326; cout = 3906126826700.323730
a = 3474484.496436; b = 5140005.130421; cout = 3916291357432.916016
a = 3474485.948305; b = 5150005.230517; cout = 3926656650515.885742
a = 3474487.400173; b = 5160005.330612; cout = 3937222705949.233887
a = 3474488.852042; b = 5170005.430707; cout = 3947989523732.963379
a = 3474490.303911; b = 5180005.530802; cout = 3958957103867.072754
a = 3474491.755779; b = 5190005.630897; cout = 3970125446351.572754
a = 3474493.207648; b = 5200005.730992; cout = 3981494551186.445801
a = 3474494.659517; b = 5210005.831087; cout = 3993064418371.698730
a = 3474496.111385; b = 5220005.931183; cout = 4004835047907.332520
a = 3474497.563254; b = 5230006.031278; cout = 4016806439793.343750
a = 3474499.015123; b = 5240006.131373; cout = 4028978594029.741699
a = 3475459.057219; b = 4100001.443524; cout = 3111186480225.698730
a = 3475460.509088; b = 4110001.543619; cout = 3114167509148.845215
a = 3475461.960956; b = 4120001.643714; cout = 3117349300422.374512
a = 3475463.412825; b = 4130001.743809; cout = 3120731854046.285645
a = 3475464.864694; b = 4140001.843904; cout = 3124315170020.583008
a = 3475466.316562; b = 4150001.943999; cout = 3128099248345.252441
a = 3475467.768431; b = 4160002.044095; cout = 3132084089020.300293
a = 3475469.220300; b = 4170002.144190; cout = 3136269692045.732422
a = 3475470.672168; b = 4180002.244285; cout = 3140656057421.546387
a = 3475472.124037; b = 4190002.344380; cout = 3145243185147.740234
a = 3475473.575906; b = 4200002.444475; cout = 3150031075224.321289
a = 3475475.027774; b = 4210002.544570; cout = 3155019727651.268555
a = 3475476.479643; b = 4220002.644665; cout = 3160209142428.600098
a = 3475477.931512; b = 4230002.744760; cout = 3165599319556.329102
a = 3475479.383380; b = 4240002.844856; cout = 3171190259034.425293
a = 3475480.835249; b = 4250002.944951; cout = 3176981960862.899902
a = 3475482.287118; b = 4260003.045046; cout = 3182974425041.758301
a = 3475483.738986; b = 4270003.145141; cout = 3189167651570.995605
a = 3475485.190855; b = 4280003.245236; cout = 3195561640450.616211
a = 3475486.642724; b = 4290003.345331; cout = 3202156391680.610840
a = 3475488.094592; b = 4300003.445426; cout = 3208951905261.000977
a = 3475489.546461; b = 4310003.545522; cout = 3215948181191.761230
a = 3475490.998330; b = 4320003.645617; cout = 3223145219472.898438
a = 3475492.450198; b = 4330003.745712; cout = 3230543020104.424805
a = 3475493.902067; b = 4340003.845807; cout = 3238141583086.328613
a = 3475495.353936; b = 4350003.945902; cout = 3245940908418.610352
a = 3475496.805804; b = 4360004.045997; cout = 3253940996101.278320
a = 3475498.257673; b = 4370004.146092; cout = 3262141846134.322266
a = 3475499.709542; b = 4380004.246187; cout = 3270543458517.750977
a = 3475501.161410; b = 4390004.346283; cout = 3279145833251.557617
a = 3475502.613279; b = 4400004.446378; cout = 3287948970335.748535
a = 3475504.065148; b = 4410004.546473; cout = 3296952869770.308105
a = 3475505.517016; b = 4420004.646568; cout = 3306157531555.261230
a = 3475506.968885; b = 4430004.746663; cout = 3315562955690.586914
a = 3475508.420754; b = 4440004.846758; cout = 3325169142176.306641
a = 3475509.872622; b = 4450004.946853; cout = 3334976091012.393066
a = 3475511.324491; b = 4460005.046949; cout = 3344983802198.865234
a = 3475512.776360; b = 4470005.147044; cout = 3355192275735.714355
a = 3475514.228228; b = 4480005.247139; cout = 3365601511622.946777
a = 3475515.680097; b = 4490005.347234; cout = 3376211509860.557617
a = 3475517.131966; b = 4500005.447329; cout = 3387022270448.556641
a = 3475518.583834; b = 4510005.547424; cout = 3398033793386.921387
a = 3475520.035703; b = 4520005.647519; cout = 3409246078675.684082
a = 3475521.487572; b = 4530005.747615; cout = 3420659126314.827148
a = 3475522.939440; b = 4540005.847710; cout = 3432272936304.350586
a = 3475524.391309; b = 4550005.947805; cout = 3444087508644.247070
a = 3475525.843178; b = 4560006.047900; cout = 3456102843334.516602
a = 3475527.295046; b = 4570006.147995; cout = 3468318940375.176758
a = 3475528.746915; b = 4580006.248090; cout = 3480735799766.212891
a = 3475530.198784; b = 4590006.348185; cout = 3493353421507.631836
a = 3475531.650652; b = 4600006.448280; cout = 3506171805599.439941
a = 3475533.102521; b = 4610006.548376; cout = 3519190952041.625977
a = 3475534.554390; b = 4620006.648471; cout = 3532410860834.190918
a = 3475536.006258; b = 4630006.748566; cout = 3545831531977.131348
a = 3475537.458127; b = 4640006.848661; cout = 3559452965470.445801
a = 3475538.909995; b = 4650006.948756; cout = 3573275161314.146973
a = 3475540.361864; b = 4660007.048851; cout = 3587298119508.232422
a = 3475425.925281; b = 4710000.971663; cout = 3650259551388.171387
a = 3475427.377150; b = 4720001.071758; cout = 3652283852619.722168
a = 3475428.829018; b = 4730001.171853; cout = 3654508916201.661621
a = 3475430.280887; b = 4740001.271948; cout = 3656934742133.970215
a = 3475431.732756; b = 4750001.372043; cout = 3659561330416.669922
a = 3475433.184624; b = 4760001.472139; cout = 3662388681049.741699
a = 3475434.636493; b = 4770001.572234; cout = 3665416794033.203125
a = 3475436.088362; b = 4780001.672329; cout = 3668645669367.045898
a = 3475437.540230; b = 4790001.772424; cout = 3672075307051.266602
a = 3475438.992099; b = 4800001.872519; cout = 3675705707085.859863
a = 3475440.443968; b = 4810001.972614; cout = 3679536869470.835449
a = 3475441.895836; b = 4820002.072709; cout = 3683568794206.197754
a = 3475443.347705; b = 4830002.172804; cout = 3687801481291.939941
a = 3475444.799574; b = 4840002.272900; cout = 3692234930728.062988
a = 3475446.251442; b = 4850002.372995; cout = 3696869142514.561523
a = 3475447.703311; b = 4860002.473090; cout = 3701704116651.444336
a = 3475449.155180; b = 4870002.573185; cout = 3706739853138.706055
a = 3475450.607048; b = 4880002.673280; cout = 3711976351976.357910
a = 3475452.058917; b = 4890002.773375; cout = 3717413613164.374512
a = 3475453.510786; b = 4900002.873470; cout = 3723051636702.777832
a = 3475454.962654; b = 4910002.973566; cout = 3728890422591.564941
a = 3475456.414523; b = 4920003.073661; cout = 3734929970830.735352
a = 3475457.866392; b = 4930003.173756; cout = 3741170281420.283691
a = 3475459.318260; b = 4940003.273851; cout = 3747611354360.209473
a = 3475460.770129; b = 4950003.373946; cout = 3754253189650.514160
a = 3475462.221998; b = 4960003.474041; cout = 3761095787291.209961
a = 3475463.673866; b = 4970003.574136; cout = 3768139147282.278320
a = 3475465.125735; b = 4980003.674232; cout = 3775383269623.729492
a = 3475466.577604; b = 4990003.774327; cout = 3782828154315.562012
a = 3475468.029472; b = 5000003.874422; cout = 3790473801357.770996
a = 3475469.481341; b = 5010003.974517; cout = 3798320210750.362305
a = 3475470.933210; b = 5020004.074612; cout = 3806367382493.336426
a = 3475472.385078; b = 5030004.174707; cout = 3814615316586.693848
a = 3475473.836947; b = 5040004.274802; cout = 3823064013030.423828
a = 3475475.288816; b = 5050004.374897; cout = 3831713471824.538086
a = 3475476.740684; b = 5060004.474993; cout = 3840563692969.037109
a = 3475478.192553; b = 5070004.575088; cout = 3849614676463.913086
a = 3475479.644422; b = 5080004.675183; cout = 3858866422309.171875
a = 3475481.096290; b = 5090004.775278; cout = 3868318930504.804688
a = 3475482.548159; b = 5100004.875373; cout = 3877972201050.823730
a = 3475484.000028; b = 5110004.975468; cout = 3887826233947.224609
a = 3475485.451896; b = 5120005.075563; cout = 3897881029194.003418
a = 3475486.903765; b = 5130005.175659; cout = 3908136586791.164062
a = 3475488.355634; b = 5140005.275754; cout = 3918592906738.702637
a = 3475489.807502; b = 5150005.375849; cout = 3929249989036.625000
a = 3475491.259371; b = 5160005.475944; cout = 3940107833684.929688
a = 3475492.711239; b = 5170005.576039; cout = 3951166440683.608398
a = 3475494.163108; b = 5180005.676134; cout = 3962425810032.676270
a = 3475495.614977; b = 5190005.776229; cout = 3973885941732.116211
a = 3475497.066845; b = 5200005.876324; cout = 3985546835781.944336
a = 3475498.518714; b = 5210005.976420; cout = 3997408492182.153809
a = 3475499.970583; b = 5220006.076515; cout = 4009470910932.732910
a = 3475501.422451; b = 5230006.176610; cout = 4021734092033.707520
a = 3476460.012679; b = 4080001.388666; cout = 3102230785969.571777
a = 3476461.464548; b = 4090001.488761; cout = 3105102079406.918945
a = 3476462.916417; b = 4100001.588856; cout = 3108174135194.638184
a = 3476464.368285; b = 4110001.688951; cout = 3111446953332.739258
a = 3476465.820154; b = 4120001.789046; cout = 3114920533821.217285
a = 3476467.272023; b = 4130001.889141; cout = 3118594876660.079102
a = 3476468.723891; b = 4140001.989236; cout = 3122469981849.321777
a = 3476470.175760; b = 4150002.089332; cout = 3126545849388.941895
a = 3476471.627629; b = 4160002.189427; cout = 3130822479278.944824
a = 3476473.079497; b = 4170002.289522; cout = 3135299871519.337891
a = 3476474.531366; b = 4180002.389617; cout = 3139978026110.100586
a = 3476475.983235; b = 4190002.489712; cout = 3144856943051.243652
a = 3476477.435103; b = 4200002.589807; cout = 3149936622342.768066
a = 3476478.886972; b = 4210002.689902; cout = 3155217063984.677734
a = 3476480.338841; b = 4220002.789998; cout = 3160698267976.964355
a = 3476481.790709; b = 4230002.890093; cout = 3166380234319.632812
a = 3476483.242578; b = 4240002.990188; cout = 3172262963012.686523
a = 3476484.694447; b = 4250003.090283; cout = 3178346454056.117188
a = 3476486.146315; b = 4260003.190378; cout = 3184630707449.930176
a = 3476487.598184; b = 4270003.290473; cout = 3191115723194.117188
a = 3476489.050053; b = 4280003.390568; cout = 3197801501288.691895
a = 3476490.501921; b = 4290003.490663; cout = 3204688041733.638184
a = 3476491.953790; b = 4300003.590759; cout = 3211775344528.971191
a = 3476493.405659; b = 4310003.690854; cout = 3219063409674.683105
a = 3476494.857527; b = 4320003.790949; cout = 3226552237170.781250
a = 3476496.309396; b = 4330003.891044; cout = 3234241827017.250000
a = 3476497.761265; b = 4340003.991139; cout = 3242132179214.118652
a = 3476499.213133; b = 4350004.091234; cout = 3250223293761.347168
a = 3476500.665002; b = 4360004.191329; cout = 3258515170658.970215
a = 3476502.116870; b = 4370004.291425; cout = 3267007809906.965820
a = 3476503.568739; b = 4380004.391520; cout = 3275701211505.346191
a = 3476505.020608; b = 4390004.491615; cout = 3284595375454.099609
a = 3476506.472476; b = 4400004.591710; cout = 3293690301753.242676
a = 3476507.924345; b = 4410004.691805; cout = 3302985990402.755371
a = 3476509.376214; b = 4420004.791900; cout = 3312482441402.659668
a = 3476510.828082; b = 4430004.891995; cout = 3322179654752.950684
a = 3476512.279951; b = 4440004.992090; cout = 3332077630453.609863
a = 3476513.731820; b = 4450005.092186; cout = 3342176368504.650879
a = 3476515.183688; b = 4460005.192281; cout = 3352475868906.071289
a = 3476516.635557; b = 4470005.292376; cout = 3362976131657.879395
a = 3476518.087426; b = 4480005.392471; cout = 3373677156760.056152
a = 3476519.539294; b = 4490005.492566; cout = 3384578944212.629883
a = 3476520.991163; b = 4500005.592661; cout = 3395681494015.565430
a = 3476522.443032; b = 4510005.692756; cout = 3406984806168.895996
a = 3476523.894900; b = 4520005.792852; cout = 3418488880672.599121
a = 3476525.346769; b = 4530005.892947; cout = 3430193717526.701660
a = 3476526.798638; b = 4540005.993042; cout = 3442099316731.156738
a = 3476528.250506; b = 4550006.093137; cout = 3454205678286.013672
a = 3476529.702375; b = 4560006.193232; cout = 3466512802191.239258
a = 3476531.154244; b = 4570006.293327; cout = 3479020688446.851074
a = 3476532.606112; b = 4580006.393422; cout = 3491729337052.834961
a = 3476534.057981; b = 4590006.493518; cout = 3504638748009.219727
a = 3476535.509850; b = 4600006.593613; cout = 3517748921315.962891
a = 3476536.961718; b = 4610006.693708; cout = 3531059856973.099609
a = 3476538.413587; b = 4620006.793803; cout = 3544571554980.603516
a = 3476539.865456; b = 4630006.893898; cout = 3558284015338.502930
a = 3476541.317324; b = 4640006.993993; cout = 3572197238046.790527
a = 3476542.769193; b = 4650007.094088; cout = 3586311223105.447266
a = 3476496.488121; b = 4680003.450008; cout = 3634120559964.162109
a = 3476426.880741; b = 4690000.916805; cout = 3636558694449.464355
a = 3476428.332610; b = 4700001.016900; cout = 3638473260195.206543
a = 3476429.784479; b = 4710001.116995; cout = 3640588588291.335938
a = 3476431.236347; b = 4720001.217090; cout = 3642904678737.843262
a = 3476432.688216; b = 4730001.317185; cout = 3645421531534.727051
a = 3476434.140085; b = 4740001.417280; cout = 3648139146681.993652
a = 3476435.591953; b = 4750001.517376; cout = 3651057524179.638672
a = 3476437.043822; b = 4760001.617471; cout = 3654176664027.666504
a = 3476438.495691; b = 4770001.717566; cout = 3657496566226.075684
a = 3476439.947559; b = 4780001.817661; cout = 3661017230774.864258
a = 3476441.399428; b = 4790001.917756; cout = 3664738657674.032227
a = 3476442.851297; b = 4800002.017851; cout = 3668660846923.581543
a = 3476444.303165; b = 4810002.117946; cout = 3672783798523.520020
a = 3476445.755034; b = 4820002.218042; cout = 3677107512473.829590
a = 3476447.206903; b = 4830002.318137; cout = 3681631988774.523438
a = 3476448.658771; b = 4840002.418232; cout = 3686357227425.592773
a = 3476450.110640; b = 4850002.518327; cout = 3691283228427.049805
a = 3476451.562509; b = 4860002.618422; cout = 3696409991778.889160
a = 3476453.014377; b = 4870002.718517; cout = 3701737517481.099609
a = 3476454.466246; b = 4880002.818612; cout = 3707265805533.693359
a = 3476455.918114; b = 4890002.918707; cout = 3712994855936.672852
a = 3476457.369983; b = 4900003.018803; cout = 3718924668690.029785
a = 3476458.821852; b = 4910003.118898; cout = 3725055243793.770020
a = 3476460.273720; b = 4920003.218993; cout = 3731386581247.885254
a = 3476461.725589; b = 4930003.319088; cout = 3737918681052.387695
a = 3476463.177458; b = 4940003.419183; cout = 3744651543207.263672
a = 3476464.629326; b = 4950003.519278; cout = 3751585167712.526855
a = 3476466.081195; b = 4960003.619373; cout = 3758719554568.165527
a = 3476467.533064; b = 4970003.719469; cout = 3766054703774.191895
a = 3476468.984932; b = 4980003.819564; cout = 3773590615330.589355
a = 3476470.436801; b = 4990003.919659; cout = 3781327289237.370117
a = 3476471.888670; b = 5000004.019754; cout = 3789264725494.538086
a = 3476473.340538; b = 5010004.119849; cout = 3797402924102.083496
a = 3476474.792407; b = 5020004.219944; cout = 3805741885060.007324
a = 3476476.244276; b = 5030004.320039; cout = 3814281608368.311523
a = 3476477.696144; b = 5040004.420135; cout = 3823022094026.998535
a = 3476479.148013; b = 5050004.520230; cout = 3831963342036.068359
a = 3476480.599882; b = 5060004.620325; cout = 3841105352395.515137
a = 3476482.051750; b = 5070004.720420; cout = 3850448125105.344727
a = 3476483.503619; b = 5080004.820515; cout = 3859991660165.551758
a = 3476484.955488; b = 5090004.920610; cout = 3869735957576.141113
a = 3476486.407356; b = 5100005.020705; cout = 3879681017337.112793
a = 3476487.859225; b = 5110005.120800; cout = 3889826839448.465332
a = 3476489.311094; b = 5120005.220896; cout = 3900173423910.194336
a = 3476490.762962; b = 5130005.320991; cout = 3910720770722.306641
a = 3476492.214831; b = 5140005.421086; cout = 3921468879884.801270
a = 3476493.666700; b = 5150005.521181; cout = 3932417751397.673340
a = 3476495.118568; b = 5160005.621276; cout = 3943567385260.928223
a = 3476496.570437; b = 5170005.721371; cout = 3954917781474.564941
a = 3476498.022306; b = 5180005.821466; cout = 3966468940038.575195
a = 3476499.474174; b = 5190005.921562; cout = 3978220860952.971191
a = 3476500.926043; b = 5200006.021657; cout = 3990173544217.750977
a = 3476502.377912; b = 5210006.121752; cout = 4002326989832.903809
a = 3476503.829780; b = 5220006.221847; cout = 4014681197798.446777
a = 3477462.420008; b = 4070001.433903; cout = 3096246966047.001465
a = 3477463.871877; b = 4080001.533998; cout = 3099209286348.911621
a = 3477465.323745; b = 4090001.634093; cout = 3102372369001.203613
a = 3477466.775614; b = 4100001.734188; cout = 3105736214003.874023
a = 3477468.227483; b = 4110001.834283; cout = 3109300821356.924805
a = 3477469.679351; b = 4120001.934378; cout = 3113066191060.353027
a = 3477471.131220; b = 4130002.034474; cout = 3117032323114.168457
a = 3477472.583089; b = 4140002.134569; cout = 3121199217518.370605
a = 3477474.034957; b = 4150002.234664; cout = 3125566874272.945312
a = 3477475.486826; b = 4160002.334759; cout = 3130135293377.897461
a = 3477476.938695; b = 4170002.434854; cout = 3134904474833.233398
a = 3477478.390563; b = 4180002.534949; cout = 3139874418638.950684
a = 3477479.842432; b = 4190002.635044; cout = 3145045124795.048340
a = 3477481.294301; b = 4200002.735139; cout = 3150416593301.524902
a = 3477482.746169; b = 4210002.835235; cout = 3155988824158.381348
a = 3477484.198038; b = 4220002.935330; cout = 3161761817365.630371
a = 3477485.649907; b = 4230003.035425; cout = 3167735572923.248047
a = 3477487.101775; b = 4240003.135520; cout = 3173910090831.245605
a = 3477488.553644; b = 4250003.235615; cout = 3180285371089.629395
a = 3477490.005513; b = 4260003.335710; cout = 3186861413698.389648
a = 3477491.457381; b = 4270003.435805; cout = 3193638218657.530762
a = 3477492.909250; b = 4280003.535901; cout = 3200615785967.053711
a = 3477494.361119; b = 4290003.635996; cout = 3207794115626.966797
a = 3477495.812987; b = 4300003.736091; cout = 3215173207637.249023
a = 3477497.264856; b = 4310003.836186; cout = 3222753061997.916992
a = 3477498.716725; b = 4320003.936281; cout = 3230533678708.964355
a = 3477500.168593; b = 4330004.036376; cout = 3238515057770.384277
a = 3477501.620462; b = 4340004.136471; cout = 3246697199182.190918
a = 3477503.072331; b = 4350004.236566; cout = 3255080102944.380371
a = 3477504.524199; b = 4360004.336662; cout = 3263663769056.955078
a = 3477505.976068; b = 4370004.436757; cout = 3272448197519.893066
a = 3477507.427937; b = 4380004.536852; cout = 3281433388333.228027
a = 3477508.879805; b = 4390004.636947; cout = 3290619341496.943359
a = 3477510.331674; b = 4400004.737042; cout = 3300006057011.031250
a = 3477511.783543; b = 4410004.837137; cout = 3309593534875.505859
a = 3477513.235411; b = 4420004.937232; cout = 3319381775090.361816
a = 3477514.687280; b = 4430005.037328; cout = 3329370777655.587402
a = 3477516.139149; b = 4440005.137423; cout = 3339560542571.203125
a = 3477517.591017; b = 4450005.237518; cout = 3349951069837.198242
a = 3477519.042886; b = 4460005.337613; cout = 3360542359453.579102
a = 3477520.494755; b = 4470005.437708; cout = 3371334411420.336914
a = 3477521.946623; b = 4480005.537803; cout = 3382327225737.468262
a = 3477523.398492; b = 4490005.637898; cout = 3393520802404.984375
a = 3477524.850361; b = 4500005.737994; cout = 3404915141422.887207
a = 3477526.302229; b = 4510005.838089; cout = 3416510242791.164551
a = 3477527.754098; b = 4520005.938184; cout = 3428306106509.819336
a = 3477529.205967; b = 4530006.038279; cout = 3440302732578.864746
a = 3477530.657835; b = 4540006.138374; cout = 3452500120998.289062
a = 3477532.109704; b = 4550006.238469; cout = 3464898271768.083496
a = 3477533.561573; b = 4560006.338564; cout = 3477497184888.271484
a = 3477535.013441; b = 4570006.438659; cout = 3490296860358.827148
a = 3477536.465310; b = 4580006.538755; cout = 3503297298179.770020
a = 3477537.917179; b = 4590006.638850; cout = 3516498498351.085449
a = 3477539.369047; b = 4600006.738945; cout = 3529900460872.794922
a = 3477540.820916; b = 4610006.839040; cout = 3543503185744.877930
a = 3477542.272785; b = 4620006.939135; cout = 3557306672967.347168
a = 3477543.724653; b = 4630007.039230; cout = 3571310922540.186035
a = 3477545.176522; b = 4640007.139325; cout = 3585515934463.416016
a = 3477426.384333; b = 4660000.761852; cout = 3621464085983.228027
a = 3477427.836201; b = 4670000.861947; cout = 3623068153892.774902
a = 3477429.288070; b = 4680000.962042; cout = 3624872984152.718750
a = 3477430.739939; b = 4690001.062137; cout = 3626878576763.030273
a = 3477432.191807; b = 4700001.162232; cout = 3629084931723.718262
a = 3477433.643676; b = 4710001.262327; cout = 3631492049034.802246
a = 3477435.095545; b = 4720001.362422; cout = 3634099928696.251953
a = 3477436.547413; b = 4730001.462518; cout = 3636908570708.094727
a = 3477437.999282; b = 4740001.562613; cout = 3639917975070.313477
a = 3477439.451151; b = 4750001.662708; cout = 3643128141782.914062
a = 3477440.903019; b = 4760001.762803; cout = 3646539070845.890625
a = 3477442.354888; b = 4770001.862898; cout = 3650150762259.258789
a = 3477443.806757; b = 4780001.962993; cout = 3653963216022.994629
a = 3477445.258625; b = 4790002.063088; cout = 3657976432137.124512
a = 3477446.710494; b = 4800002.163183; cout = 3662190410601.618164
a = 3477448.162363; b = 4810002.263279; cout = 3666605151416.500488
a = 3477449.614231; b = 4820002.363374; cout = 3671220654581.763672
a = 3477451.066100; b = 4830002.463469; cout = 3676036920097.408203
a = 3477452.517969; b = 4840002.563564; cout = 3681053947963.433105
a = 3477453.969837; b = 4850002.663659; cout = 3686271738179.842285
a = 3477455.421706; b = 4860002.763754; cout = 3691690290746.622070
a = 3477456.873575; b = 4870002.863849; cout = 3697309605663.791504
a = 3477458.325443; b = 4880002.963945; cout = 3703129682931.344238
a = 3477459.777312; b = 4890003.064040; cout = 3709150522549.267578
a = 3477461.229181; b = 4900003.164135; cout = 3715372124517.580566
a = 3477462.681049; b = 4910003.264230; cout = 3721794488836.265625
a = 3477464.132918; b = 4920003.364325; cout = 3728417615505.335938
a = 3477465.584787; b = 4930003.464420; cout = 3735241504524.790527
a = 3477467.036655; b = 4940003.564515; cout = 3742266155894.625488
a = 3477468.488524; b = 4950003.664610; cout = 3749491569614.833008
a = 3477469.940393; b = 4960003.764706; cout = 3756917745685.429199
a = 3477471.392261; b = 4970003.864801; cout = 3764544684106.396973
a = 3477472.844130; b = 4980003.964896; cout = 3772372384877.759277
a = 3477474.295999; b = 4990004.064991; cout = 3780400847999.495605
a = 3477475.747867; b = 5000004.165086; cout = 3788630073471.606445
a = 3477477.199736; b = 5010004.265181; cout = 3797060061294.104492
a = 3477478.651605; b = 5020004.365276; cout = 3805690811466.982910
a = 3477480.103473; b = 5030004.465372; cout = 3814522323990.237305
a = 3477481.555342; b = 5040004.565467; cout = 3823554598863.880371
a = 3477483.007211; b = 5050004.665562; cout = 3832787636087.895996
a = 3477484.459079; b = 5060004.765657; cout = 3842221435662.293457
a = 3477485.910948; b = 5070004.865752; cout = 3851855997587.073730
a = 3477487.362817; b = 5080004.965847; cout = 3861691321862.239746
a = 3477488.814685; b = 5090005.065942; cout = 3871727408487.775879
a = 3477490.266554; b = 5100005.166038; cout = 3881964257463.700684
a = 3477491.718423; b = 5110005.266133; cout = 3892401868790.000977
a = 3477493.170291; b = 5120005.366228; cout = 3903040242466.691895
a = 3477494.622160; b = 5130005.466323; cout = 3913879378493.750488
a = 3477496.074029; b = 5140005.566418; cout = 3924919276871.196777
a = 3477497.525897; b = 5150005.666513; cout = 3936159937599.019043
a = 3477498.977766; b = 5160005.766608; cout = 3947601360677.228516
a = 3477500.429635; b = 5170005.866703; cout = 3959243546105.805664
a = 3477501.881503; b = 5180005.966799; cout = 3971086493884.783691
a = 3477503.333372; b = 5190006.066894; cout = 3983130204014.129883
a = 3477504.785241; b = 5200006.166989; cout = 3995374676493.858887
a = 3477506.237109; b = 5210006.267084; cout = 4007819911323.965820
a = 3477507.688978; b = 5220006.367179; cout = 4020465908504.455566
a = 3478464.827337; b = 4060001.479140; cout = 3090454753885.202148
a = 3478466.279206; b = 4070001.579235; cout = 3093508101051.683105
a = 3478467.731074; b = 4080001.679330; cout = 3096762210568.544434
a = 3478469.182943; b = 4090001.779425; cout = 3100217082435.784180
a = 3478470.634812; b = 4100001.879520; cout = 3103872716653.407227
a = 3478472.086680; b = 4110001.979615; cout = 3107729113221.419922
a = 3478473.538549; b = 4120002.079711; cout = 3111786272139.797363
a = 3478474.990418; b = 4130002.179806; cout = 3116044193408.571289
a = 3478476.442286; b = 4140002.279901; cout = 3120502877027.717285
a = 3478477.894155; b = 4150002.379996; cout = 3125162322997.241211
a = 3478479.346024; b = 4160002.480091; cout = 3130022531317.149414
a = 3478480.797892; b = 4170002.580186; cout = 3135083501987.436035
a = 3478482.249761; b = 4180002.680281; cout = 3140345235008.102051
a = 3478483.701630; b = 4190002.780377; cout = 3145807730379.160645
a = 3478485.153498; b = 4200002.880472; cout = 3151470988100.587891
a = 3478486.605367; b = 4210002.980567; cout = 3157335008172.396484
a = 3478488.057236; b = 4220003.080662; cout = 3163399790594.590332
a = 3478489.509104; b = 4230003.180757; cout = 3169665335367.161621
a = 3478490.960973; b = 4240003.280852; cout = 3176131642490.111816
a = 3478492.412842; b = 4250003.380947; cout = 3182798711963.445801
a = 3478493.864710; b = 4260003.481042; cout = 3189666543787.165039
a = 3478495.316579; b = 4270003.581138; cout = 3196735137961.260254
a = 3478496.768448; b = 4280003.681233; cout = 3204004494485.734863
a = 3478498.220316; b = 4290003.781328; cout = 3211474613360.593262
a = 3478499.672185; b = 4300003.881423; cout = 3219145494585.822754
a = 3478501.124054; b = 4310003.981518; cout = 3227017138161.442383
a = 3478502.575922; b = 4320004.081613; cout = 3235089544087.434570
a = 3478504.027791; b = 4330004.181708; cout = 3243362712363.815918
a = 3478505.479660; b = 4340004.281804; cout = 3251836642990.583496
a = 3478506.931528; b = 4350004.381899; cout = 3260511335967.724609
a = 3478508.383397; b = 4360004.481994; cout = 3269386791295.249023
a = 3478509.835266; b = 4370004.582089; cout = 3278463008973.145996
a = 3478511.287134; b = 4380004.682184; cout = 3287739989001.428711
a = 3478512.739003; b = 4390004.782279; cout = 3297217731380.090820
a = 3478514.190872; b = 4400004.882374; cout = 3306896236109.137207
a = 3478515.642740; b = 4410004.982469; cout = 3316775503188.556152
a = 3478517.094609; b = 4420005.082565; cout = 3326855532618.361816
a = 3478518.546478; b = 4430005.182660; cout = 3337136324398.543457
a = 3478519.998346; b = 4440005.282755; cout = 3347617878529.117188
a = 3478521.450215; b = 4450005.382850; cout = 3358300195010.060059
a = 3478522.902084; b = 4460005.482945; cout = 3369183273841.392578
a = 3478524.353952; b = 4470005.583040; cout = 3380267115023.085938
a = 3478525.805821; b = 4480005.683135; cout = 3391551718555.178711
a = 3478527.257689; b = 4490005.783231; cout = 3403037084437.653320
a = 3478528.709558; b = 4500005.883326; cout = 3414723212670.505371
a = 3478530.161427; b = 4510005.983421; cout = 3426610103253.733887
a = 3478531.613295; b = 4520006.083516; cout = 3438697756187.340820
a = 3478533.065164; b = 4530006.183611; cout = 3450986171471.333008
a = 3478534.517033; b = 4540006.283706; cout = 3463475349105.701172
a = 3478535.968901; b = 4550006.383801; cout = 3476165289090.459961
a = 3478537.420770; b = 4560006.483897; cout = 3489055991425.590820
a = 3478538.872639; b = 4570006.583992; cout = 3502147456111.109863
a = 3478540.324507; b = 4580006.684087; cout = 3515439683146.996582
a = 3478541.776376; b = 4590006.784182; cout = 3528932672533.283691
a = 3478543.228245; b = 4600006.884277; cout = 3542626424269.932617
a = 3478544.680113; b = 4610006.984372; cout = 3556520938356.979492
