a = 3299112.316378; b = 6389998.786843; cout = 6752069965260.987305
a = 3445435.402920; b = 4440003.774445; cout = 6570739106426.917969
a = 3445436.854788; b = 4450003.874540; cout = 6578384540570.722656
a = 3445438.306657; b = 4460003.974635; cout = 6586230737064.903320
a = 3445439.758526; b = 4470004.074730; cout = 6594277695909.472656
a = 3445441.210394; b = 4480004.174825; cout = 6602525417104.430664
a = 3445399.904171; b = 4490000.987268; cout = 3392295565039.420898
a = 3445401.356040; b = 4500001.087363; cout = 3394352649178.858887
a = 3445402.807908; b = 4510001.187458; cout = 3396610495668.679199
a = 3445404.259777; b = 4520001.287553; cout = 3399069104508.869629
a = 3445405.711646; b = 4530001.387649; cout = 3401728475699.463379
a = 3445407.163514; b = 4540001.487744; cout = 3404588609240.411133
a = 3445408.615383; b = 4550001.587839; cout = 3407649505131.765625
a = 3445410.067252; b = 4560001.687934; cout = 3410911163373.480957
a = 3445411.519120; b = 4570001.788029; cout = 3414373583965.584473
a = 3445412.970989; b = 4580001.888124; cout = 3418036766908.060547
a = 3445414.422858; b = 4590001.988219; cout = 3421900712200.921875
a = 3445415.874726; b = 4600002.088315; cout = 3425965419844.167480
a = 3445417.326595; b = 4610002.188410; cout = 3430230889837.801270
a = 3445418.778464; b = 4620002.288505; cout = 3434697122181.800293
a = 3445420.230332; b = 4630002.388600; cout = 3439364116876.186035
a = 3445421.682201; b = 4640002.488695; cout = 3444231873920.948730
a = 3445423.134070; b = 4650002.588790; cout = 3449300393316.097168
a = 3445424.585938; b = 4660002.688885; cout = 3454569675061.622559
a = 3445426.037807; b = 4670002.788980; cout = 3460039719157.529785
a = 3445427.489676; b = 4680002.889076; cout = 3465710525603.826172
a = 3445428.941544; b = 4690002.989171; cout = 3471582094400.499023
a = 3445430.393413; b = 4700003.089266; cout = 3477654425547.546875
a = 3445431.845282; b = 4710003.189361; cout = 3483927519044.973633
a = 3445433.297150; b = 4720003.289456; cout = 3490401374892.785645
a = 3445434.749019; b = 4730003.389551; cout = 3497075993090.975098
a = 3445436.200888; b = 4740003.489646; cout = 3503951373639.543945
a = 3445437.652756; b = 4750003.589742; cout = 3511027516538.501953
a = 3445439.104625; b = 4760003.689837; cout = 3518304421787.841309
a = 3445440.556494; b = 4770003.789932; cout = 3525782089387.545410
a = 3445442.008362; b = 4780003.890027; cout = 3533460519337.645508
a = 3445443.460231; b = 4790003.990122; cout = 3541339711638.124023
a = 3445444.912100; b = 4800004.090217; cout = 3549419666288.978027
a = 3445446.363968; b = 4810004.190312; cout = 3557700383290.217773
a = 3445447.815837; b = 4820004.290407; cout = 3566181862641.830566
a = 3445449.267706; b = 4830004.390503; cout = 3574864104343.829102
a = 3445450.719574; b = 4840004.490598; cout = 3583747108396.210938
a = 3445452.171443; b = 4850004.590693; cout = 3592830874798.976562
a = 3445453.623312; b = 4860004.690788; cout = 3602115403552.115234
a = 3445455.075180; b = 4870004.790883; cout = 3611600694655.632324
a = 3445456.527049; b = 4880004.890978; cout = 3621286748109.536621
a = 3445457.978918; b = 4890004.991073; cout = 3631173563913.814453
a = 3445459.430786; b = 4900005.091169; cout = 3641261142068.479980
a = 3445460.882655; b = 4910005.191264; cout = 3651549482573.521973
a = 3445462.334524; b = 4920005.291359; cout = 3662038585428.947266
a = 3445463.786392; b = 4930005.391454; cout = 3672728450634.757812
a = 3445465.238261; b = 4940005.491549; cout = 3683619078190.947266
a = 3445466.690130; b = 4950005.591644; cout = 3694710468097.506836
a = 3445468.141998; b = 4960005.691739; cout = 3706002620354.453125
a = 3445436.702977; b = 4970002.504826; cout = 6391693577032.713867
a = 3445438.154846; b = 4980002.604921; cout = 6396800248839.312500
a = 3445439.606715; b = 4990002.705016; cout = 6402107682996.287109
a = 3445441.058583; b = 5000002.805111; cout = 6407615879503.650391
a = 3445442.510452; b = 5010002.905206; cout = 6413324838361.385742
a = 3445443.962321; b = 5020003.005301; cout = 6419234559569.500977
a = 3445445.414189; b = 5030003.105397; cout = 6425345043128.017578
a = 3445446.866058; b = 5040003.205492; cout = 6431656289036.905273
a = 3445448.317927; b = 5050003.305587; cout = 6438168297296.165039
a = 3445449.769795; b = 5060003.405682; cout = 6444881067905.812500
a = 3445451.221664; b = 5070003.505777; cout = 6451794600865.838867
a = 3445452.673533; b = 5080003.605872; cout = 6458908896176.236328
a = 3445454.125401; b = 5090003.705967; cout = 6466223953837.020508
a = 3445455.577270; b = 5100003.806062; cout = 6473739773848.188477
a = 3445457.029139; b = 5110003.906158; cout = 6481456356209.737305
a = 3445458.481007; b = 5120004.006253; cout = 6489373700921.670898
a = 3445459.932876; b = 5130004.106348; cout = 6497491807983.981445
a = 3445461.384745; b = 5140004.206443; cout = 6505810677396.662109
a = 3445462.836613; b = 5150004.306538; cout = 6514330309159.733398
a = 3445464.288482; b = 5160004.406633; cout = 6523050703273.182617
a = 3445465.740351; b = 5170004.506728; cout = 6531971859737.014648
a = 3445467.192219; b = 5180004.606824; cout = 6541093778551.233398
a = 3445468.644088; b = 5190004.706919; cout = 6550416459715.827148
a = 3445470.095957; b = 5200004.807014; cout = 6559939903230.793945
a = 3445471.547825; b = 5210004.907109; cout = 6569664109096.159180
a = 3445472.999694; b = 5220005.007204; cout = 6579589077311.885742
a = 3445474.451563; b = 5230005.107299; cout = 6589714807878.003906
a = 3445475.903431; b = 5240005.207394; cout = 6600041300794.500977
a = 3445477.355300; b = 5250005.307489; cout = 6610568556061.371094
a = 3445478.807169; b = 5260005.407585; cout = 6621296573678.629883
a = 3445480.259037; b = 5270005.507680; cout = 6632225353646.266602
a = 3445481.710906; b = 5280005.607775; cout = 6643354895964.295898
a = 3445483.162775; b = 5290005.707870; cout = 6654685200632.692383
a = 3445484.614643; b = 5300005.807965; cout = 6666216267651.474609
a = 3445486.066512; b = 5310005.908060; cout = 6677948097020.628906
a = 3445487.518381; b = 5320006.008155; cout = 6689880688740.170898
a = 3445488.970249; b = 5330006.108251; cout = 6702014042810.089844
a = 3445490.422118; b = 5340006.208346; cout = 6714348159230.393555
a = 3445491.873987; b = 5350006.308441; cout = 6726883038001.081055
a = 3445493.325855; b = 5360006.408536; cout = 6739618679122.147461
a = 3445494.777724; b = 5370006.508631; cout = 6752555082593.596680
a = 3445404.727030; b = 5520001.433038; cout = 6360632289016.155273
a = 3445406.178899; b = 5530001.533133; cout = 6363582815634.040039
a = 3445407.630767; b = 5540001.633228; cout = 6366734104602.305664
a = 3445409.082636; b = 5550001.733323; cout = 6370086155920.958984
a = 3445410.534505; b = 5560001.833418; cout = 6373638969589.981445
a = 3445411.986373; b = 5570001.933513; cout = 6377392545609.387695
a = 3445413.438242; b = 5580002.033608; cout = 6381346883979.169922
a = 3445414.890111; b = 5590002.133703; cout = 6385501984699.342773
a = 3445416.341979; b = 5600002.233799; cout = 6389857847769.895508
a = 3445417.793848; b = 5610002.333894; cout = 6394414473190.822266
a = 3445419.245717; b = 5620002.433989; cout = 6399171860962.127930
a = 3445420.697585; b = 5630002.534084; cout = 6404130011083.823242
a = 3445422.149454; b = 5640002.634179; cout = 6409288923555.892578
a = 3445423.601323; b = 5650002.734274; cout = 6414648598378.345703
a = 3445425.053191; b = 5660002.834369; cout = 6420209035551.173828
a = 3445426.505060; b = 5670002.934465; cout = 6425970235074.388672
a = 3445427.956929; b = 5680003.034560; cout = 6431932196947.982422
a = 3445429.408797; b = 5690003.134655; cout = 6438094921171.962891
a = 3445430.860666; b = 5700003.234750; cout = 6444458407746.317383
a = 3445432.312534; b = 5710003.334845; cout = 6451022656671.047852
a = 3445433.764403; b = 5720003.434940; cout = 6457787667946.165039
a = 3445435.216272; b = 5730003.535035; cout = 6464753441571.660156
a = 3445436.668140; b = 5740003.635131; cout = 6471919977547.540039
a = 3445438.120009; b = 5750003.735226; cout = 6479287275873.797852
a = 3445439.571878; b = 5760003.835321; cout = 6486855336550.441406
a = 3445441.023746; b = 5770003.935416; cout = 6494624159577.458984
a = 3445442.475615; b = 5780004.035511; cout = 6502593744954.857422
a = 3445443.927484; b = 5790004.135606; cout = 6510764092682.641602
a = 3445445.379352; b = 5800004.235701; cout = 6519135202760.802734
a = 3445446.831221; b = 5810004.335796; cout = 6527707075189.344727
a = 3445448.283090; b = 5820004.435892; cout = 6536479709968.266602
a = 3445449.734958; b = 5830004.535987; cout = 6545453107097.569336
a = 3445451.186827; b = 5840004.636082; cout = 6554627266577.256836
a = 3445452.638696; b = 5850004.736177; cout = 6564002188407.324219
a = 3445454.090564; b = 5860004.836272; cout = 6573577872587.770508
a = 3445455.542433; b = 5870004.936367; cout = 6583354319118.594727
a = 3445456.994302; b = 5880005.036462; cout = 6593331527999.802734
a = 3445458.446170; b = 5890005.136558; cout = 6603509499231.391602
a = 3445459.898039; b = 5900005.236653; cout = 6613888232813.356445
a = 3445461.349908; b = 5910005.336748; cout = 6624467728745.703125
a = 3445462.801776; b = 5920005.436843; cout = 6635247987028.433594
a = 3446373.928028; b = 3989999.415496; cout = 6419622179237.112305
a = 3446375.379896; b = 3999999.515591; cout = 6418525096828.756836
a = 3446376.831765; b = 4009999.615686; cout = 6417628776770.756836
a = 3446378.283634; b = 4019999.715781; cout = 6416933219063.157227
a = 3446379.735502; b = 4029999.815876; cout = 6416438423705.918945
a = 3446381.187371; b = 4039999.915971; cout = 6416144390699.068359
a = 3446382.639240; b = 4050000.016067; cout = 6416051120042.595703
a = 3446384.091108; b = 4060000.116162; cout = 6416158611736.511719
a = 3446385.542977; b = 4070000.216257; cout = 6416466865780.815430
a = 3446386.994846; b = 4080000.316352; cout = 6416975882175.498047
a = 3446388.446714; b = 4090000.416447; cout = 6417685660920.547852
a = 3446389.898583; b = 4100000.516542; cout = 6418596202015.975586
a = 3446391.350452; b = 4110000.616637; cout = 6419707505461.790039
a = 3446392.802320; b = 4120000.716733; cout = 6421019571257.991211
a = 3446394.254189; b = 4130000.816828; cout = 6422532399404.571289
a = 3446395.706057; b = 4140000.916923; cout = 6424245989901.526367
a = 3446397.157926; b = 4150001.017018; cout = 6426160342748.873047
a = 3446398.609795; b = 4160001.117113; cout = 6428275457946.580078
a = 3446400.061663; b = 4170001.217208; cout = 6430591335494.697266
a = 3446401.513532; b = 4180001.317303; cout = 6433107975393.168945
a = 3446402.965401; b = 4190001.417398; cout = 6435825377642.037109
a = 3446404.417269; b = 4200001.517494; cout = 6438743542241.270508
a = 3446405.869138; b = 4210001.617589; cout = 6441862469190.902344
a = 3446407.321007; b = 4220001.717684; cout = 6445182158490.902344
a = 3446408.772875; b = 4230001.817779; cout = 6448702610141.281250
a = 3446410.224744; b = 4240001.917874; cout = 6452423824142.056641
a = 3446411.676613; b = 4250002.017969; cout = 6456345800493.196289
a = 3446413.128481; b = 4260002.118064; cout = 6460468539194.719727
a = 3446414.580350; b = 4270002.218160; cout = 6464792040246.634766
a = 3446416.032219; b = 4280002.318255; cout = 6469316303648.920898
a = 3446417.484087; b = 4290002.418350; cout = 6474041329401.582031
a = 3446418.935956; b = 4300002.518445; cout = 6478967117504.627930
a = 3446420.387825; b = 4310002.618540; cout = 6484093667958.064453
a = 3446421.839693; b = 4320002.718635; cout = 6489420980761.879883
a = 3446423.291562; b = 4330002.818730; cout = 6494949055916.068359
a = 3446424.743431; b = 4340002.918825; cout = 6500677893420.642578
a = 3446426.195299; b = 4350003.018921; cout = 6506607493275.595703
a = 3446427.647168; b = 4360003.119016; cout = 6512737855480.935547
a = 3446429.099037; b = 4370003.219111; cout = 6519068980036.639648
a = 3446430.550905; b = 4380003.319206; cout = 6525600866942.732422
a = 3446432.002774; b = 4390003.419301; cout = 6532333516199.208008
a = 3446433.454643; b = 4400003.519396; cout = 6539266927806.068359
a = 3446434.906511; b = 4410003.619491; cout = 6546401101763.309570
a = 3446436.358380; b = 4420003.719587; cout = 6553736038070.918945
a = 3446437.810249; b = 4430003.819682; cout = 6561271736728.916992
a = 3446439.262117; b = 4440003.919777; cout = 6569008197737.294922
a = 3446440.713986; b = 4450004.019872; cout = 6576945421096.049805
a = 3446442.165855; b = 4460004.119967; cout = 6585083406805.194336
a = 3446400.859631; b = 4470000.932410; cout = 3379334824524.774902
a = 3446402.311500; b = 4480001.032505; cout = 3381282173178.404297
a = 3446403.763369; b = 4490001.132600; cout = 3383430284182.421387
a = 3446405.215237; b = 4500001.232695; cout = 3385779157536.806152
a = 3446406.667106; b = 4510001.332790; cout = 3388328793241.571777
a = 3446408.118975; b = 4520001.432886; cout = 3391079191296.719727
a = 3446409.570843; b = 4530001.532981; cout = 3394030351702.253418
a = 3446411.022712; b = 4540001.633076; cout = 3397182274458.165039
a = 3446412.474581; b = 4550001.733171; cout = 3400534959564.453125
a = 3446413.926449; b = 4560001.833266; cout = 3404088407021.136230
a = 3446415.378318; b = 4570001.933361; cout = 3407842616828.184570
a = 3446416.830187; b = 4580002.033456; cout = 3411797588985.624023
a = 3446418.282055; b = 4590002.133552; cout = 3415953323493.435547
a = 3446419.733924; b = 4600002.233647; cout = 3420309820351.629395
a = 3446421.185793; b = 4610002.333742; cout = 3424867079560.202148
a = 3446422.637661; b = 4620002.433837; cout = 3429625101119.151367
a = 3446424.089530; b = 4630002.533932; cout = 3434583885028.497070
a = 3446425.541399; b = 4640002.634027; cout = 3439743431288.223633
a = 3446426.993267; b = 4650002.734122; cout = 3445103739898.315430
a = 3446428.445136; b = 4660002.834218; cout = 3450664810858.795410
a = 3446429.897005; b = 4670002.934313; cout = 3456426644169.653809
a = 3446431.348873; b = 4680003.034408; cout = 3462389239830.896973
a = 3446432.800742; b = 4690003.134503; cout = 3468552597842.515625
a = 3446434.252611; b = 4700003.234598; cout = 3474916718204.514648
a = 3446435.704479; b = 4710003.334693; cout = 3481481600916.896484
a = 3446437.156348; b = 4720003.434788; cout = 3488247245979.663574
a = 3446438.608217; b = 4730003.534883; cout = 3495213653392.812012
a = 3446440.060085; b = 4740003.634979; cout = 3502380823156.334961
a = 3446441.511954; b = 4750003.735074; cout = 3509748755270.240723
a = 3446442.963823; b = 4760003.835169; cout = 3517317449734.522949
a = 3446444.415691; b = 4770003.935264; cout = 3525086906549.189941
a = 3446445.867560; b = 4780004.035359; cout = 3533057125714.237305
a = 3446447.319429; b = 4790004.135454; cout = 3541228107229.661133
a = 3446448.771297; b = 4800004.235549; cout = 3549599851095.471191
a = 3446450.223166; b = 4810004.335645; cout = 3558172357311.665039
a = 3446451.675035; b = 4820004.435740; cout = 3566945625878.233887
a = 3446453.126903; b = 4830004.535835; cout = 3575919656795.185059
a = 3446454.578772; b = 4840004.635930; cout = 3585094450062.514648
a = 3446456.030641; b = 4850004.736025; cout = 3594470005680.227051
a = 3446457.482509; b = 4860004.836120; cout = 3604046323648.318848
a = 3446458.934378; b = 4870004.936215; cout = 3613823403966.788574
a = 3446460.386246; b = 4880005.036310; cout = 3623801246635.643066
a = 3446461.838115; b = 4890005.136406; cout = 3633979851654.885254
a = 3446463.289984; b = 4900005.236501; cout = 3644359219024.491699
a = 3446464.741852; b = 4910005.336596; cout = 3654939348744.486328
a = 3446466.193721; b = 4920005.436691; cout = 3665720240814.863770
a = 3446467.645590; b = 4930005.536786; cout = 3676701895235.615234
a = 3446469.097458; b = 4940005.636881; cout = 3687884312006.755371
a = 3446470.549327; b = 4950005.736976; cout = 3699267491128.282715
a = 3446439.110306; b = 4960002.550063; cout = 6385026195314.659180
a = 3446440.562175; b = 4970002.650158; cout = 6390223893985.831055
a = 3446442.014044; b = 4980002.750253; cout = 6395622355007.375977
a = 3446443.465912; b = 4990002.850348; cout = 6401221578379.305664
a = 3446444.917781; b = 5000002.950443; cout = 6407021564101.628906
a = 3446446.369650; b = 5010003.050538; cout = 6413022312174.328125
a = 3446447.821518; b = 5020003.150634; cout = 6419223822597.389648
a = 3446449.273387; b = 5030003.250729; cout = 6425626095370.843750
a = 3446450.725256; b = 5040003.350824; cout = 6432229130494.675781
a = 3446452.177124; b = 5050003.450919; cout = 6439032927968.892578
a = 3446453.628993; b = 5060003.551014; cout = 6446037487793.494141
a = 3446455.080862; b = 5070003.651109; cout = 6453242809968.471680
a = 3446456.532730; b = 5080003.751204; cout = 6460648894493.829102
a = 3446457.984599; b = 5090003.851300; cout = 6468255741369.572266
a = 3446459.436468; b = 5100003.951395; cout = 6476063350595.678711
a = 3446460.888336; b = 5110004.051490; cout = 6484071722172.184570
a = 3446462.340205; b = 5120004.151585; cout = 6492280856099.063477
a = 3446463.792074; b = 5130004.251680; cout = 6500690752376.318359
a = 3446465.243942; b = 5140004.351775; cout = 6509301411003.965820
a = 3446466.695811; b = 5150004.451870; cout = 6518112831981.986328
a = 3446468.147680; b = 5160004.551965; cout = 6527125015310.389648
a = 3446469.599548; b = 5170004.652061; cout = 6536337960989.176758
a = 3446471.051417; b = 5180004.752156; cout = 6545751669018.337891
a = 3446472.503286; b = 5190004.852251; cout = 6555366139397.878906
a = 3446473.955154; b = 5200004.952346; cout = 6565181372127.808594
a = 3446475.407023; b = 5210005.052441; cout = 6575197367208.113281
a = 3446476.858892; b = 5220005.152536; cout = 6585414124638.803711
a = 3446478.310760; b = 5230005.252631; cout = 6595831644419.861328
a = 3446479.762629; b = 5240005.352727; cout = 6606449926551.312500
a = 3446481.214497; b = 5250005.452822; cout = 6617268971033.142578
a = 3446482.666366; b = 5260005.552917; cout = 6628288777865.352539
a = 3446484.118235; b = 5270005.653012; cout = 6639509347047.940430
a = 3446485.570103; b = 5280005.753107; cout = 6650930678580.910156
a = 3446487.021972; b = 5290005.853202; cout = 6662552772464.268555
a = 3446488.473841; b = 5300005.953297; cout = 6674375628697.994141
a = 3446489.925709; b = 5310006.053392; cout = 6686399247282.113281
a = 3446491.377578; b = 5320006.153488; cout = 6698623628216.610352
a = 3446492.829447; b = 5330006.253583; cout = 6711048771501.483398
a = 3446494.281315; b = 5340006.353678; cout = 6723674677136.743164
a = 3446495.733184; b = 5350006.453773; cout = 6736501345122.366211
a = 3446497.185053; b = 5360006.553868; cout = 6749528775458.384766
a = 3446405.682490; b = 5500001.378179; cout = 6346853941733.860352
a = 3446407.134359; b = 5510001.478275; cout = 6349694732865.933594
a = 3446408.586227; b = 5520001.578370; cout = 6352736286348.390625
a = 3446410.038096; b = 5530001.678465; cout = 6355978602181.228516
a = 3446411.489965; b = 5540001.778560; cout = 6359421680364.447266
a = 3446412.941833; b = 5550001.878655; cout = 6363065520898.040039
a = 3446414.393702; b = 5560001.978750; cout = 6366910123782.017578
a = 3446415.845571; b = 5570002.078845; cout = 6370955489016.375000
a = 3446417.297439; b = 5580002.178941; cout = 6375201616601.119141
a = 3446418.749308; b = 5590002.279036; cout = 6379648506536.238281
a = 3446420.201177; b = 5600002.379131; cout = 6384296158821.740234
a = 3446421.653045; b = 5610002.479226; cout = 6389144573457.621094
a = 3446423.104914; b = 5620002.579321; cout = 6394193750443.879883
a = 3446424.556783; b = 5630002.679416; cout = 6399443689780.524414
a = 3446426.008651; b = 5640002.779511; cout = 6404894391467.549805
a = 3446427.460520; b = 5650002.879607; cout = 6410545855504.951172
a = 3446428.912389; b = 5660002.979702; cout = 6416398081892.739258
a = 3446430.364257; b = 5670003.079797; cout = 6422451070630.899414
a = 3446431.816126; b = 5680003.179892; cout = 6428704821719.450195
a = 3446433.267995; b = 5690003.279987; cout = 6435159335158.373047
a = 3446434.719863; b = 5700003.380082; cout = 6441814610947.680664
a = 3446436.171732; b = 5710003.480177; cout = 6448670649087.374023
a = 3446437.623601; b = 5720003.580272; cout = 6455727449577.435547
a = 3446439.075469; b = 5730003.680368; cout = 6462985012417.888672
a = 3446440.527338; b = 5740003.780463; cout = 6470443337608.716797
a = 3446441.979207; b = 5750003.880558; cout = 6478102425149.925781
a = 3446443.431075; b = 5760003.980653; cout = 6485962275041.517578
a = 3446444.882944; b = 5770004.080748; cout = 6494022887283.490234
a = 3446446.334813; b = 5780004.180843; cout = 6502284261875.843750
a = 3446447.786681; b = 5790004.280938; cout = 6510746398818.576172
a = 3446449.238550; b = 5800004.381034; cout = 6519409298111.686523
a = 3446450.690419; b = 5810004.481129; cout = 6528272959755.178711
a = 3446452.142287; b = 5820004.581224; cout = 6537337383749.060547
a = 3446453.594156; b = 5830004.681319; cout = 6546602570093.312500
a = 3446455.046025; b = 5840004.781414; cout = 6556068518787.950195
a = 3446456.497893; b = 5850004.881509; cout = 6565735229832.970703
a = 3446457.949762; b = 5860004.981604; cout = 6575602703228.364258
a = 3446459.401631; b = 5870005.081699; cout = 6585670938974.140625
a = 3446460.853499; b = 5880005.181795; cout = 6595939937070.301758
a = 3446462.305368; b = 5890005.281890; cout = 6606409697516.840820
a = 3446463.757237; b = 5900005.381985; cout = 6617080220313.756836
a = 3446465.209105; b = 5910005.482080; cout = 6627951505461.058594
a = 3446466.660974; b = 5920005.582175; cout = 6639023552958.741211
a = 3447374.883488; b = 3969999.360638; cout = 6407548053152.952148
a = 3447376.335356; b = 3979999.460733; cout = 6406341235258.765625
a = 3447377.787225; b = 3989999.560828; cout = 6405335179714.966797
a = 3447379.239094; b = 3999999.660923; cout = 6404529886521.544922
a = 3447380.690962; b = 4009999.761018; cout = 6403925355678.516602
a = 3447382.142831; b = 4019999.861113; cout = 6403521587185.850586
a = 3447383.594700; b = 4029999.961208; cout = 6403318581043.576172
a = 3447385.046568; b = 4040000.061304; cout = 6403316337251.672852
a = 3447386.498437; b = 4050000.161399; cout = 6403514855810.177734
a = 3447387.950306; b = 4060000.261494; cout = 6403914136719.034180
a = 3447389.402174; b = 4070000.361589; cout = 6404514179978.281250
a = 3447390.854043; b = 4080000.461684; cout = 6405314985587.894531
a = 3447392.305912; b = 4090000.561779; cout = 6406316553547.908203
a = 3447393.757780; b = 4100000.661874; cout = 6407518883858.300781
a = 3447395.209649; b = 4110000.761970; cout = 6408921976519.080078
a = 3447396.661518; b = 4120000.862065; cout = 6410525831530.222656
a = 3447398.113386; b = 4130000.962160; cout = 6412330448891.748047
a = 3447399.565255; b = 4140001.062255; cout = 6414335828603.656250
a = 3447401.017124; b = 4150001.162350; cout = 6416541970665.952148
a = 3447402.468992; b = 4160001.262445; cout = 6418948875078.625977
a = 3447403.920861; b = 4170001.362540; cout = 6421556541841.668945
a = 3447405.372730; b = 4180001.462636; cout = 6424364970955.116211
a = 3447406.824598; b = 4190001.562731; cout = 6427374162418.927734
a = 3447408.276467; b = 4200001.662826; cout = 6430584116233.125000
a = 3447409.728336; b = 4210001.762921; cout = 6433994832397.692383
a = 3447411.180204; b = 4220001.863016; cout = 6437606310912.653320
a = 3447412.632073; b = 4230001.963111; cout = 6441418551777.981445
a = 3447414.083942; b = 4240002.063206; cout = 6445431554993.706055
a = 3447415.535810; b = 4250002.163301; cout = 6449645320559.800781
a = 3447416.987679; b = 4260002.263397; cout = 6454059848476.274414
a = 3447418.439548; b = 4270002.363492; cout = 6458675138743.130859
a = 3447419.891416; b = 4280002.463587; cout = 6463491191360.373047
a = 3447421.343285; b = 4290002.563682; cout = 6468508006328.002930
a = 3447422.795154; b = 4300002.663777; cout = 6473725583646.000977
a = 3447424.247022; b = 4310002.763872; cout = 6479143923314.375977
a = 3447425.698891; b = 4320002.863967; cout = 6484763025333.142578
a = 3447427.150760; b = 4330002.964063; cout = 6490582889702.280273
a = 3447428.602628; b = 4340003.064158; cout = 6496603516421.807617
a = 3447430.054497; b = 4350003.164253; cout = 6502824905491.705078
a = 3447431.506366; b = 4360003.264348; cout = 6509247056911.989258
a = 3447432.958234; b = 4370003.364443; cout = 6515869970682.662109
a = 3447434.410103; b = 4380003.464538; cout = 6522693646803.707031
a = 3447435.861972; b = 4390003.564633; cout = 6529718085275.139648
a = 3447437.313840; b = 4400003.664728; cout = 6536943286096.943359
a = 3447438.765709; b = 4410003.764824; cout = 6544369249269.131836
a = 3447440.217578; b = 4420003.864919; cout = 6551995974791.700195
a = 3447441.669446; b = 4430003.965014; cout = 6559823462664.645508
a = 3447443.121315; b = 4440004.065109; cout = 6567851712887.981445
a = 3447444.573184; b = 4450004.165204; cout = 6576080725461.693359
a = 3447403.266960; b = 4460000.977647; cout = 3368422013559.968262
a = 3447404.718829; b = 4470001.077742; cout = 3370460389078.161133
a = 3447406.170698; b = 4480001.177837; cout = 3372699526946.739258
a = 3447407.622566; b = 4490001.277932; cout = 3375139427165.701172
a = 3447409.074435; b = 4500001.378028; cout = 3377780089735.036621
a = 3447410.526304; b = 4510001.478123; cout = 3380621514654.763184
a = 3447411.978172; b = 4520001.578218; cout = 3383663701924.862305
a = 3447413.430041; b = 4530001.678313; cout = 3386906651545.344727
a = 3447414.881910; b = 4540001.778408; cout = 3390350363516.202637
a = 3447416.333778; b = 4550001.878503; cout = 3393994837837.455566
a = 3447417.785647; b = 4560001.978598; cout = 3397840074509.082520
a = 3447419.237515; b = 4570002.078693; cout = 3401886073531.086426
a = 3447420.689384; b = 4580002.178789; cout = 3406132834903.468750
a = 3447422.141253; b = 4590002.278884; cout = 3410580358626.234375
a = 3447423.593121; b = 4600002.378979; cout = 3415228644699.379883
a = 3447425.044990; b = 4610002.479074; cout = 3420077693122.921875
a = 3447426.496859; b = 4620002.579169; cout = 3425127503896.828125
a = 3447427.948727; b = 4630002.679264; cout = 3430378077021.114258
a = 3447429.400596; b = 4640002.779359; cout = 3435829412495.781250
a = 3447430.852465; b = 4650002.879455; cout = 3441481510320.827148
a = 3447432.304333; b = 4660002.979550; cout = 3447334370496.265137
a = 3447433.756202; b = 4670003.079645; cout = 3453387993022.076172
a = 3447435.208071; b = 4680003.179740; cout = 3459642377898.265625
a = 3447436.659939; b = 4690003.279835; cout = 3466097525124.844238
a = 3447438.111808; b = 4700003.379930; cout = 3472753434701.797852
a = 3447439.563677; b = 4710003.480025; cout = 3479610106629.134277
a = 3447441.015545; b = 4720003.580121; cout = 3486667540906.845215
a = 3447442.467414; b = 4730003.680216; cout = 3493925737534.940918
a = 3447443.919283; b = 4740003.780311; cout = 3501384696513.413086
a = 3447445.371151; b = 4750003.880406; cout = 3509044417842.270508
a = 3447446.823020; b = 4760003.980501; cout = 3516904901521.517578
a = 3447448.274889; b = 4770004.080596; cout = 3524966147551.134277
a = 3447449.726757; b = 4780004.180691; cout = 3533228155931.132324
a = 3447451.178626; b = 4790004.280786; cout = 3541690926661.510742
a = 3447452.630495; b = 4800004.380882; cout = 3550354459742.266602
a = 3447454.082363; b = 4810004.480977; cout = 3559218755173.413574
a = 3447455.534232; b = 4820004.581072; cout = 3568283812954.936523
a = 3447456.986101; b = 4830004.681167; cout = 3577549633086.837891
a = 3447458.437969; b = 4840004.781262; cout = 3587016215569.114258
a = 3447459.889838; b = 4850004.881357; cout = 3596683560401.781250
a = 3447461.341707; b = 4860004.981452; cout = 3606551667584.832520
a = 3447462.793575; b = 4870005.081548; cout = 3616620537118.255859
a = 3447464.245444; b = 4880005.181643; cout = 3626890169002.056152
a = 3447465.697313; b = 4890005.281738; cout = 3637360563236.244141
a = 3447467.149181; b = 4900005.381833; cout = 3648031719820.809570
a = 3447468.601050; b = 4910005.481928; cout = 3658903638755.758301
a = 3447470.052919; b = 4920005.582023; cout = 3669976320041.083984
a = 3447471.504787; b = 4930005.682118; cout = 3681249763676.802246
a = 3447472.956656; b = 4940005.782213; cout = 3692723969662.887695
a = 3447441.517635; b = 4950002.595300; cout = 6378550421357.390625
a = 3447442.969504; b = 4960002.695395; cout = 6383839146893.130859
a = 3447444.421372; b = 4970002.795490; cout = 6389328634779.244141
a = 3447445.873241; b = 4980002.895585; cout = 6395018885015.750000
a = 3447447.325110; b = 4990002.995680; cout = 6400909897602.638672
a = 3447448.776978; b = 5000003.095776; cout = 6407001672539.906250
a = 3447450.228847; b = 5010003.195871; cout = 6413294209827.542969
a = 3447451.680716; b = 5020003.295966; cout = 6419787509465.572266
a = 3447453.132584; b = 5030003.396061; cout = 6426481571453.975586
