a = 3478458.778814; b = 4630003.893907; cout = 925927939750.363037
a = 3509481.138737; b = 3960001.692831; cout = 402503575735.690430
a = 3509482.590605; b = 3970001.792926; cout = 405978539148.168335
a = 3509484.042474; b = 3980001.893022; cout = 409654264911.027710
a = 3509485.494343; b = 3990001.993117; cout = 413530753024.266602
a = 3509486.946211; b = 4000002.093212; cout = 417608003487.889587
a = 3509488.398080; b = 4010002.193307; cout = 421886016301.890381
a = 3509489.849949; b = 4020002.293402; cout = 426364791466.270386
a = 3509491.301817; b = 4030002.393497; cout = 431044328981.032776
a = 3509492.753686; b = 4040002.493592; cout = 435924628846.172668
a = 3509494.205555; b = 4050002.593687; cout = 441005691061.702576
a = 3509495.657423; b = 4060002.693783; cout = 446287515627.605347
a = 3509497.109292; b = 4070002.793878; cout = 451770102543.888550
a = 3509498.561161; b = 4080002.893973; cout = 457453451810.553467
a = 3509500.013029; b = 4090002.994068; cout = 463337563427.599304
a = 3509501.464898; b = 4100003.094163; cout = 469422437395.030396
a = 3509502.916767; b = 4110003.194258; cout = 475708073712.837585
a = 3509504.368635; b = 4120003.294353; cout = 482194472381.025574
a = 3509505.820504; b = 4130003.394449; cout = 488881633399.592773
a = 3509507.272373; b = 4140003.494544; cout = 495769556768.543396
a = 3509508.724241; b = 4150003.594639; cout = 502858242487.875610
a = 3509510.176110; b = 4160003.694734; cout = 510147690557.584778
a = 3509511.627979; b = 4170003.794829; cout = 517637900977.677063
a = 3509513.079847; b = 4180003.894924; cout = 525328873748.147583
a = 3509514.531716; b = 4190003.995019; cout = 533220608869.003235
a = 3509515.983585; b = 4200004.095115; cout = 541313106340.237976
a = 3509517.435453; b = 4210004.195210; cout = 549606366161.850830
a = 3509518.887322; b = 4220004.295305; cout = 558100388333.844116
a = 3509520.339191; b = 4230004.395400; cout = 566795172856.219482
a = 3509521.791059; b = 4240004.495495; cout = 575690719728.977661
a = 3509523.242928; b = 4250004.595590; cout = 584787028952.115967
a = 3509524.694797; b = 4260004.695685; cout = 594084100525.631470
a = 3509526.146665; b = 4270004.795780; cout = 603581934449.530762
a = 3509527.598534; b = 4280004.895876; cout = 613280530723.808838
a = 3509529.050403; b = 4290004.995971; cout = 623179889348.469849
a = 3509530.502271; b = 4300005.096066; cout = 633280010323.506348
a = 3509531.954140; b = 4310005.196161; cout = 643580893648.928345
a = 3509533.406009; b = 4320005.296256; cout = 654082539324.731079
a = 3510457.412430; b = 3769999.936356; cout = 363665663246.443604
a = 3510458.864298; b = 3780000.036451; cout = 363617931216.645081
a = 3510460.316167; b = 3790000.136546; cout = 363770961537.226929
a = 3510461.768036; b = 3800000.236641; cout = 364124754208.184204
a = 3510463.219904; b = 3810000.336736; cout = 364679309229.524109
a = 3510464.671773; b = 3820000.436832; cout = 365434626601.239014
a = 3510466.123642; b = 3830000.536927; cout = 366390706323.343872
a = 3510467.575510; b = 3840000.637022; cout = 367547548395.827698
a = 3510469.027379; b = 3850000.737117; cout = 368905152818.693909
a = 3510470.479248; b = 3860000.837212; cout = 370463519591.932739
a = 3510471.931116; b = 3870000.937307; cout = 372222648715.560730
a = 3510473.382985; b = 3880001.037402; cout = 374182540189.563232
a = 3510474.834854; b = 3890001.137498; cout = 376343194013.948486
a = 3510476.286722; b = 3900001.237593; cout = 378704610188.709656
a = 3510477.738591; b = 3910001.337688; cout = 381266788713.854065
a = 3510479.190460; b = 3920001.437783; cout = 384029729589.379456
a = 3510480.642328; b = 3930001.537878; cout = 386993432815.292664
a = 3510482.094197; b = 3940001.637973; cout = 390157898391.579529
a = 3510483.546066; b = 3950001.738068; cout = 393523126318.248169
a = 3510484.997934; b = 3960001.838163; cout = 397089116595.298157
a = 3510486.449803; b = 3970001.938259; cout = 400855869222.727112
a = 3510487.901672; b = 3980002.038354; cout = 404823384200.543579
a = 3510489.353540; b = 3990002.138449; cout = 408991661528.736450
a = 3510490.805409; b = 4000002.238544; cout = 413360701207.307922
a = 3510492.257278; b = 4010002.338639; cout = 417930503236.260925
a = 3510493.709146; b = 4020002.438734; cout = 422701067615.592773
a = 3510495.161015; b = 4030002.538829; cout = 427672394345.308838
a = 3510496.612884; b = 4040002.638925; cout = 432844483425.402039
a = 3510498.064752; b = 4050002.739020; cout = 438217334855.877380
a = 3510499.516621; b = 4060002.839115; cout = 443790948636.734436
a = 3510500.968490; b = 4070002.939210; cout = 449565324767.968628
a = 3510502.420358; b = 4080003.039305; cout = 455540463249.589600
a = 3510503.872227; b = 4090003.139400; cout = 461716364081.586670
a = 3510505.324096; b = 4100003.239495; cout = 468093027263.966370
a = 3510506.775964; b = 4110003.339590; cout = 474670452796.725342
a = 3510508.227833; b = 4120003.439686; cout = 481448640679.864929
a = 3510509.679702; b = 4130003.539781; cout = 488427590913.388916
a = 3510511.131570; b = 4140003.639876; cout = 495607303497.289368
a = 3510512.583439; b = 4150003.739971; cout = 502987778431.572205
a = 3510514.035308; b = 4160003.840066; cout = 510569015716.234009
a = 3510515.487176; b = 4170003.940161; cout = 518351015351.276611
a = 3510516.939045; b = 4180004.040256; cout = 526333777336.701294
a = 3510518.390913; b = 4190004.140352; cout = 534517301672.507874
a = 3510519.842782; b = 4200004.240447; cout = 542901588358.691772
a = 3510521.294651; b = 4210004.340542; cout = 551486637395.258911
a = 3510522.746519; b = 4220004.440637; cout = 560272448782.206787
a = 3510524.198388; b = 4230004.540732; cout = 569259022519.535522
a = 3510525.650257; b = 4240004.640827; cout = 578446358607.240967
a = 3510527.102125; b = 4250004.740922; cout = 587834457045.328369
a = 3510528.553994; b = 4260004.841018; cout = 597423317833.801880
a = 3510530.005863; b = 4270004.941113; cout = 607212940972.648804
a = 3510531.457731; b = 4280005.041208; cout = 617203326461.883423
a = 3510532.909600; b = 4290005.141303; cout = 627394474301.493530
a = 3510534.361469; b = 4300005.241398; cout = 637786384491.488525
a = 3510535.813337; b = 4310005.341493; cout = 648379057031.856079
a = 3511456.916021; b = 3739999.781403; cout = 353754035409.110413
a = 3511458.367890; b = 3749999.881498; cout = 353395805543.101746
a = 3511459.819759; b = 3759999.981593; cout = 353238338027.500610
a = 3511461.271627; b = 3770000.081688; cout = 353281632862.266541
a = 3511462.723496; b = 3780000.181783; cout = 353525690047.425415
a = 3511464.175365; b = 3790000.281878; cout = 353970509582.946106
a = 3511465.627233; b = 3800000.381974; cout = 354616091468.866577
a = 3511467.079102; b = 3810000.482069; cout = 355462435705.151062
a = 3511468.530971; b = 3820000.582164; cout = 356509542291.832336
a = 3511469.982839; b = 3830000.682259; cout = 357757411228.880188
a = 3511471.434708; b = 3840000.782354; cout = 359206042516.321716
a = 3511472.886577; b = 3850000.882449; cout = 360855436154.130981
a = 3511474.338445; b = 3860000.982544; cout = 362705592142.334717
a = 3511475.790314; b = 3870001.082639; cout = 364756510480.906128
a = 3511477.242183; b = 3880001.182735; cout = 367008191169.862366
a = 3511478.694051; b = 3890001.282830; cout = 369460634209.198792
a = 3511480.145920; b = 3900001.382925; cout = 372113839598.912720
a = 3511481.597788; b = 3910001.483020; cout = 374967807339.016785
a = 3511483.049657; b = 3920001.583115; cout = 378022537429.493225
a = 3511484.501526; b = 3930001.683210; cout = 381278029870.353699
a = 3511485.953394; b = 3940001.783305; cout = 384734284661.586792
a = 3511487.405263; b = 3950001.883401; cout = 388391301803.210876
a = 3511488.857132; b = 3960001.983496; cout = 392249081295.213501
a = 3511490.309000; b = 3970002.083591; cout = 396307623137.597778
a = 3511491.760869; b = 3980002.183686; cout = 400566927330.355713
a = 3511493.212738; b = 3990002.283781; cout = 405026993873.500305
a = 3511494.664606; b = 4000002.383876; cout = 409687822767.021790
a = 3511496.116475; b = 4010002.483971; cout = 414549414010.933411
a = 3511497.568344; b = 4020002.584066; cout = 419611767605.216492
a = 3511499.020212; b = 4030002.684162; cout = 424874883549.883789
a = 3511500.472081; b = 4040002.784257; cout = 430338761844.929565
a = 3511501.923950; b = 4050002.884352; cout = 436003402490.356018
a = 3511503.375818; b = 4060002.984447; cout = 441868805486.168274
a = 3511504.827687; b = 4070003.084542; cout = 447934970832.354675
a = 3511506.279556; b = 4080003.184637; cout = 454201898528.924561
a = 3511507.731424; b = 4090003.284732; cout = 460669588575.875305
a = 3511509.183293; b = 4100003.384828; cout = 467338040973.204651
a = 3511510.635162; b = 4110003.484923; cout = 474207255720.919128
a = 3511512.087030; b = 4120003.585018; cout = 481277232819.010315
a = 3511513.538899; b = 4130003.685113; cout = 488547972267.483337
a = 3511514.990768; b = 4140003.785208; cout = 496019474066.334656
a = 3511516.442636; b = 4150003.885303; cout = 503691738215.571411
a = 3511517.894505; b = 4160003.985398; cout = 511564764715.186462
a = 3511519.346374; b = 4170004.085494; cout = 519638553565.180359
a = 3511520.798242; b = 4180004.185589; cout = 527913104765.556946
a = 3511522.250111; b = 4190004.285684; cout = 536388418316.311523
a = 3511523.701980; b = 4200004.385779; cout = 545064494217.450439
a = 3511525.153848; b = 4210004.485874; cout = 553941332468.968994
a = 3511526.605717; b = 4220004.585969; cout = 563018933070.866943
a = 3511528.057586; b = 4230004.686064; cout = 572297296023.149170
a = 3511529.509454; b = 4240004.786159; cout = 581776421325.804810
a = 3511530.961323; b = 4250004.886255; cout = 591456308978.847534
a = 3511532.413192; b = 4260004.986350; cout = 601336958982.267700
a = 3511533.865060; b = 4270005.086445; cout = 611418371336.069824
a = 3511535.316929; b = 4280005.186540; cout = 621700546040.253052
a = 3511536.768798; b = 4290005.286635; cout = 632183483094.813965
a = 3511538.220666; b = 4300005.386730; cout = 642867182499.762573
a = 3512456.419613; b = 3709999.626449; cout = 344472957275.783875
a = 3512457.871481; b = 3719999.726545; cout = 343804229573.591797
a = 3512459.323350; b = 3729999.826640; cout = 343336264221.794800
a = 3512460.775219; b = 3739999.926735; cout = 343069061220.369019
a = 3512462.227087; b = 3750000.026830; cout = 343002620569.340088
a = 3512463.678956; b = 3760000.126925; cout = 343136942268.675781
a = 3512465.130825; b = 3770000.227020; cout = 343472026318.399658
a = 3512466.582693; b = 3780000.327115; cout = 344007872718.496643
a = 3512468.034562; b = 3790000.427211; cout = 344744481468.979309
a = 3512469.486431; b = 3800000.527306; cout = 345681852569.844543
a = 3512470.938299; b = 3810000.627401; cout = 346819986021.092346
a = 3512472.390168; b = 3820000.727496; cout = 348158881822.712463
a = 3512473.842037; b = 3830000.827591; cout = 349698539974.720398
a = 3512475.293905; b = 3840000.927686; cout = 351438960477.107849
a = 3512476.745774; b = 3850001.027781; cout = 353380143329.877625
a = 3512478.197643; b = 3860001.127877; cout = 355522088533.020264
a = 3512479.649511; b = 3870001.227972; cout = 357864796086.551636
a = 3512481.101380; b = 3880001.328067; cout = 360408265990.456299
a = 3512482.553249; b = 3890001.428162; cout = 363152498244.743958
a = 3512484.005117; b = 3900001.528257; cout = 366097492849.418823
a = 3512485.456986; b = 3910001.628352; cout = 369243249804.464844
a = 3512486.908855; b = 3920001.728447; cout = 372589769109.895874
a = 3512488.360723; b = 3930001.828542; cout = 376137050765.709106
a = 3512489.812592; b = 3940001.928638; cout = 379885094771.904175
a = 3512491.264461; b = 3950002.028733; cout = 383833901128.474731
a = 3512492.716329; b = 3960002.128828; cout = 387983469835.429993
a = 3512494.168198; b = 3970002.228923; cout = 392333800892.762024
a = 3512495.620067; b = 3980002.329018; cout = 396884894300.477905
a = 3512497.071935; b = 3990002.429113; cout = 401636750058.575195
a = 3512498.523804; b = 4000002.529208; cout = 406589368167.051697
a = 3512499.975673; b = 4010002.629304; cout = 411742748625.906250
a = 3512501.427541; b = 4020002.729399; cout = 417096891435.143921
a = 3512502.879410; b = 4030002.829494; cout = 422651796594.759460
a = 3512504.331279; b = 4040002.929589; cout = 428407464104.762390
a = 3512505.783147; b = 4050003.029684; cout = 434363893965.141357
a = 3512507.235016; b = 4060003.129779; cout = 440521086175.900940
a = 3512508.686885; b = 4070003.229874; cout = 446879040737.041870
a = 3512510.138753; b = 4080003.329969; cout = 453437757648.561401
a = 3512511.590622; b = 4090003.430065; cout = 460197236910.466614
a = 3512513.042491; b = 4100003.530160; cout = 467157478522.748901
a = 3512514.494359; b = 4110003.630255; cout = 474318482485.411682
a = 3512515.946228; b = 4120003.730350; cout = 481680248798.454407
a = 3512517.398097; b = 4130003.830445; cout = 489242777461.880798
a = 3512518.849965; b = 4140003.930540; cout = 497006068475.688843
a = 3512520.301834; b = 4150004.030635; cout = 504970121839.872742
a = 3512521.753703; b = 4160004.130731; cout = 513134937554.438782
a = 3512523.205571; b = 4170004.230826; cout = 521500515619.384705
a = 3512524.657440; b = 4180004.330921; cout = 530066856034.712891
a = 3512526.109309; b = 4190004.431016; cout = 538833958800.424683
a = 3512527.561177; b = 4200004.531111; cout = 547801823916.512695
a = 3512529.013046; b = 4210004.631206; cout = 556970451382.985474
a = 3512530.464915; b = 4220004.731301; cout = 566339841199.831299
a = 3512531.916783; b = 4230004.831397; cout = 575909993367.066284
a = 3512533.368652; b = 4240004.931492; cout = 585680907884.677490
a = 3512534.820521; b = 4250005.031587; cout = 595652584752.669922
a = 3512536.272389; b = 4260005.131682; cout = 605825023971.040771
a = 3512537.724258; b = 4270005.231777; cout = 616198225539.797241
a = 3512539.176126; b = 4280005.331872; cout = 626772189458.929932
a = 3512540.627995; b = 4290005.431967; cout = 637546915728.449951
a = 3513457.375073; b = 3689999.571591; cout = 334843203308.106567
a = 3513458.826942; b = 3699999.671687; cout = 334064740120.109558
a = 3513460.278810; b = 3709999.771782; cout = 333487039282.498047
a = 3513461.730679; b = 3719999.871877; cout = 333110100795.268250
a = 3513463.182548; b = 3729999.971972; cout = 332933924658.425049
a = 3513464.634416; b = 3740000.072067; cout = 332958510871.955994
a = 3513466.086285; b = 3750000.172162; cout = 333183859435.866821
a = 3513467.538154; b = 3760000.272257; cout = 333609970350.159302
a = 3513468.990022; b = 3770000.372353; cout = 334236843614.822388
a = 3513470.441891; b = 3780000.472448; cout = 335064479229.895142
a = 3513471.893760; b = 3790000.572543; cout = 336092877195.321594
a = 3513473.345628; b = 3800000.672638; cout = 337322037511.143127
a = 3513474.797497; b = 3810000.772733; cout = 338751960177.329407
a = 3513476.249366; b = 3820000.872828; cout = 340382645193.909790
a = 3513477.701234; b = 3830000.972923; cout = 342214092560.865234
a = 3513479.153103; b = 3840001.073018; cout = 344246302278.208191
a = 3513480.604972; b = 3850001.173114; cout = 346479274345.920837
a = 3513482.056840; b = 3860001.273209; cout = 348913008764.026184
a = 3513483.508709; b = 3870001.373304; cout = 351547505532.500305
a = 3513484.960578; b = 3880001.473399; cout = 354382764651.363464
a = 3513486.412446; b = 3890001.573494; cout = 357418786120.600830
a = 3513487.864315; b = 3900001.673589; cout = 360655569940.225037
a = 3513489.316184; b = 3910001.773684; cout = 364093116110.223328
a = 3513490.768052; b = 3920001.873780; cout = 367731424630.609985
a = 3513492.219921; b = 3930001.973875; cout = 371570495501.374268
a = 3513493.671790; b = 3940002.073970; cout = 375610328722.516846
a = 3513495.123658; b = 3950002.174065; cout = 379850924294.041077
a = 3513496.575527; b = 3960002.274160; cout = 384292282215.943176
a = 3513498.027396; b = 3970002.374255; cout = 388934402488.235779
a = 3513499.479264; b = 3980002.474350; cout = 393777285110.897827
a = 3513500.931133; b = 3990002.574445; cout = 398820930083.947449
a = 3513502.383001; b = 4000002.674541; cout = 404065337407.373474
a = 3513503.834870; b = 4010002.774636; cout = 409510507081.183167
a = 3513505.286739; b = 4020002.874731; cout = 415156439105.374023
a = 3513506.738607; b = 4030002.974826; cout = 421003133479.946167
a = 3513508.190476; b = 4040003.074921; cout = 427050590204.894287
a = 3513509.642345; b = 4050003.175016; cout = 433298809280.226379
a = 3513511.094213; b = 4060003.275111; cout = 439747790705.938843
a = 3513512.546082; b = 4070003.375207; cout = 446397534482.033325
a = 3513513.997951; b = 4080003.475302; cout = 453248040608.504517
a = 3513515.449819; b = 4090003.575397; cout = 460299309085.358154
a = 3513516.901688; b = 4100003.675492; cout = 467551339912.593201
a = 3513518.353557; b = 4110003.775587; cout = 475004133090.207458
a = 3513519.805425; b = 4120003.875682; cout = 482657688618.205688
a = 3513521.257294; b = 4130003.975777; cout = 490512006496.580872
a = 3513522.709163; b = 4140004.075872; cout = 498567086725.338928
a = 3513524.161031; b = 4150004.175968; cout = 506822929304.476990
a = 3513525.612900; b = 4160004.276063; cout = 515279534233.994934
a = 3513527.064769; b = 4170004.376158; cout = 523936901513.896301
a = 3513528.516637; b = 4180004.476253; cout = 532795031144.172729
a = 3513529.968506; b = 4190004.576348; cout = 541853923124.835999
a = 3513531.420375; b = 4200004.676443; cout = 551113577455.877075
a = 3513532.872243; b = 4210004.776538; cout = 560573994137.297363
a = 3513534.324112; b = 4220004.876634; cout = 570235173169.102295
a = 3513535.775981; b = 4230004.976729; cout = 580097114551.285400
a = 3513537.227849; b = 4240005.076824; cout = 590159818283.846558
a = 3513538.679718; b = 4250005.176919; cout = 600423284366.791260
a = 3513540.131587; b = 4260005.277014; cout = 610887512800.116333
a = 3513541.583455; b = 4270005.377109; cout = 621552503583.822632
a = 3513543.035324; b = 4280005.477204; cout = 632418256717.906250
a = 3514456.878665; b = 3659999.416638; cout = 326512726746.635620
a = 3514458.330533; b = 3669999.516733; cout = 325423765722.448181
a = 3514459.782402; b = 3679999.616828; cout = 324535567048.651184
a = 3514461.234271; b = 3689999.716924; cout = 323848130725.220337
a = 3514462.686139; b = 3699999.817019; cout = 323361456752.171021
a = 3514464.138008; b = 3709999.917114; cout = 323075545129.523499
a = 3514465.589876; b = 3720000.017209; cout = 322990395857.240295
a = 3514467.041745; b = 3730000.117304; cout = 323106008935.345703
a = 3514468.493614; b = 3740000.217399; cout = 323422384363.824097
a = 3514469.945482; b = 3750000.317494; cout = 323939522142.692200
a = 3514471.397351; b = 3760000.417590; cout = 324657422271.938660
a = 3514472.849220; b = 3770000.517685; cout = 325576084751.567383
a = 3514474.301088; b = 3780000.617780; cout = 326695509581.568665
a = 3514475.752957; b = 3790000.717875; cout = 328015696761.958191
a = 3514477.204826; b = 3800000.817970; cout = 329536646292.720642
a = 3514478.656694; b = 3810000.918065; cout = 331258358173.874390
a = 3514480.108563; b = 3820001.018160; cout = 333180832405.401978
a = 3514481.560432; b = 3830001.118256; cout = 335304068987.311096
a = 3514483.012300; b = 3840001.218351; cout = 337628067919.596619
a = 3514484.464169; b = 3850001.318446; cout = 340152829202.268250
a = 3514485.916038; b = 3860001.418541; cout = 342878352835.318787
a = 3514487.367906; b = 3870001.518636; cout = 345804638818.753052
a = 3514488.819775; b = 3880001.618731; cout = 348931687152.564453
a = 3514490.271644; b = 3890001.718826; cout = 352259497836.757019
a = 3514491.723512; b = 3900001.818921; cout = 355788070871.334167
a = 3514493.175381; b = 3910001.919017; cout = 359517406256.288635
a = 3514494.627250; b = 3920002.019112; cout = 363447503991.622253
a = 3514496.079118; b = 3930002.119207; cout = 367578364077.337830
a = 3514497.530987; b = 3940002.219302; cout = 371909986513.431885
a = 3514498.982856; b = 3950002.319397; cout = 376442371299.913391
a = 3514500.434724; b = 3960002.419492; cout = 381175518436.768555
a = 3514501.886593; b = 3970002.519587; cout = 386109427924.005615
a = 3514503.338462; b = 3980002.619683; cout = 391244099761.624817
a = 3514504.790330; b = 3990002.719778; cout = 396579533949.622742
a = 3514506.242199; b = 4000002.819873; cout = 402115730488.005310
a = 3514507.694068; b = 4010002.919968; cout = 407852689376.765442
a = 3514509.145936; b = 4020003.020063; cout = 413790410615.904602
a = 3514510.597805; b = 4030003.120158; cout = 419928894205.427307
a = 3514512.049674; b = 4040003.220253; cout = 426268140145.328308
a = 3514513.501542; b = 4050003.320348; cout = 432808148435.615784
a = 3514514.953411; b = 4060003.420444; cout = 439548919076.278381
a = 3514516.405280; b = 4070003.520539; cout = 446490452067.323181
a = 3514517.857148; b = 4080003.620634; cout = 453632747408.748596
a = 3514519.309017; b = 4090003.720729; cout = 460975805100.553955
a = 3514520.760886; b = 4100003.820824; cout = 468519625142.743469
a = 3514522.212754; b = 4110003.920919; cout = 476264207535.308716
a = 3514523.664623; b = 4120004.021014; cout = 484209552278.255615
a = 3514525.116492; b = 4130004.121110; cout = 492355659371.583191
a = 3514526.568360; b = 4140004.221205; cout = 500702528815.291260
a = 3514528.020229; b = 4150004.321300; cout = 509250160609.382874
a = 3514529.472098; b = 4160004.421395; cout = 517998554753.853088
a = 3514530.923966; b = 4170004.521490; cout = 526947711248.705750
a = 3514532.375835; b = 4180004.621585; cout = 536097630093.936707
a = 3514533.827704; b = 4190004.721680; cout = 545448311289.549194
a = 3514535.279572; b = 4200004.821776; cout = 554999754835.544556
a = 3514536.731441; b = 4210004.921871; cout = 564751960731.919067
a = 3514538.183310; b = 4220005.021966; cout = 574704928978.672729
a = 3514539.635178; b = 4230005.122061; cout = 584858659575.807495
a = 3514541.087047; b = 4240005.222156; cout = 595213152523.323486
a = 3514542.538916; b = 4250005.322251; cout = 605768407821.220581
a = 3514543.990784; b = 4260005.422346; cout = 616524425469.495361
a = 3514545.442653; b = 4270005.522441; cout = 627481205468.152954
a = 3515456.382256; b = 3629999.261685; cout = 318812799889.166687
a = 3515457.834125; b = 3639999.361780; cout = 317413341028.801819
a = 3515459.285993; b = 3649999.461875; cout = 316214644518.809753
a = 3515460.737862; b = 3659999.561970; cout = 315216710359.193420
a = 3515462.189731; b = 3669999.662066; cout = 314419538549.969116
a = 3515463.641599; b = 3679999.762161; cout = 313823129091.114990
a = 3515465.093468; b = 3689999.862256; cout = 313427481982.651001
a = 3515466.545337; b = 3699999.962351; cout = 313232597224.565125
a = 3515467.997205; b = 3710000.062446; cout = 313238474816.857178
a = 3515469.449074; b = 3720000.162541; cout = 313445114759.534180
a = 3515470.900943; b = 3730000.262636; cout = 313852517052.580078
a = 3515472.352811; b = 3740000.362731; cout = 314460681696.016663
a = 3515473.804680; b = 3750000.462827; cout = 315269608689.830933
a = 3515475.256549; b = 3760000.562922; cout = 316279298034.026062
a = 3515476.708417; b = 3770000.663017; cout = 317489749728.603088
a = 3515478.160286; b = 3780000.763112; cout = 318900963773.555969
a = 3515479.612155; b = 3790000.863207; cout = 320512940168.900269
a = 3515481.064023; b = 3800000.963302; cout = 322325678914.618042
a = 3515482.515892; b = 3810001.063397; cout = 324339180010.717773
a = 3515483.967761; b = 3820001.163493; cout = 326553443457.197693
a = 3515485.419629; b = 3830001.263588; cout = 328968469254.056885
a = 3515486.871498; b = 3840001.363683; cout = 331584257401.303467
a = 3515488.323367; b = 3850001.463778; cout = 334400807898.925415
a = 3515489.775235; b = 3860001.563873; cout = 337418120746.925232
a = 3515491.227104; b = 3870001.663968; cout = 340636195945.308716
a = 3515492.678973; b = 3880001.764063; cout = 344055033494.071838
a = 3515494.130841; b = 3890001.864159; cout = 347674633393.218628
a = 3515495.582710; b = 3900001.964254; cout = 351494995642.742798
a = 3515497.034579; b = 3910002.064349; cout = 355516120242.646729
a = 3515498.486447; b = 3920002.164444; cout = 359738007192.934692
a = 3515499.938316; b = 3930002.264539; cout = 364160656493.600769
a = 3515501.390185; b = 3940002.364634; cout = 368784068144.653748
a = 3515502.842053; b = 3950002.464729; cout = 373608242146.080078
a = 3515504.293922; b = 3960002.564824; cout = 378633178497.891418
a = 3515505.745791; b = 3970002.664920; cout = 383858877200.080322
a = 3515507.197659; b = 3980002.765015; cout = 389285338252.652344
a = 3515508.649528; b = 3990002.865110; cout = 394912561655.603699
a = 3515510.101397; b = 4000002.965205; cout = 400740547408.934448
a = 3515511.553265; b = 4010003.065300; cout = 406769295512.647156
a = 3515513.005134; b = 4020003.165395; cout = 412998805966.739197
a = 3515514.457003; b = 4030003.265490; cout = 419429078771.215515
a = 3515515.908871; b = 4040003.365586; cout = 426060113926.068542
a = 3515517.360740; b = 4050003.465681; cout = 432891911431.303528
a = 3515518.812609; b = 4060003.565776; cout = 439924471286.919617
a = 3515520.264477; b = 4070003.665871; cout = 447157793492.914429
a = 3515521.716346; b = 4080003.765966; cout = 454591878049.295471
a = 3515523.168214; b = 4090003.866061; cout = 462226724956.051392
a = 3515524.620083; b = 4100003.966156; cout = 470062334213.190491
a = 3515526.071952; b = 4110004.066251; cout = 478098705820.708435
a = 3515527.523820; b = 4120004.166347; cout = 486335839778.607849
a = 3515528.975689; b = 4130004.266442; cout = 494773736086.890747
a = 3515530.427558; b = 4140004.366537; cout = 503412394745.550781
a = 3515531.879426; b = 4150004.466632; cout = 512251815754.591370
a = 3515533.331295; b = 4160004.566727; cout = 521291999114.014282
a = 3515534.783164; b = 4170004.666822; cout = 530532944823.814392
a = 3515536.235032; b = 4180004.766917; cout = 539974652884.003296
a = 3515537.686901; b = 4190004.867013; cout = 549617123294.562927
a = 3515539.138770; b = 4200004.967108; cout = 559460356055.512085
a = 3515540.590638; b = 4210005.067203; cout = 569504351166.834351
a = 3515542.042507; b = 4220005.167298; cout = 579749108628.541870
a = 3515543.494376; b = 4230005.267393; cout = 590194628440.625732
a = 3515544.946244; b = 4240005.367488; cout = 600840910603.096313
a = 3515546.398113; b = 4250005.467583; cout = 611687955115.944458
a = 3515547.849982; b = 4260005.567679; cout = 622735761979.171509
a = 3516457.337716; b = 3609999.206827; cout = 310033466039.149841
a = 3516458.789585; b = 3619999.306922; cout = 308524271692.979919
a = 3516460.241454; b = 3629999.407017; cout = 307215839697.175415
a = 3516461.693322; b = 3639999.507112; cout = 306108170051.760742
a = 3516463.145191; b = 3649999.607207; cout = 305201262756.716553
a = 3516464.597060; b = 3659999.707303; cout = 304495117812.062134
a = 3516466.048928; b = 3669999.807398; cout = 303989735217.785767
a = 3516467.500797; b = 3679999.907493; cout = 303685114973.887573
a = 3516468.952666; b = 3690000.007588; cout = 303581257080.370911
a = 3516470.404534; b = 3700000.107683; cout = 303678161537.230591
a = 3516471.856403; b = 3710000.207778; cout = 303975828344.478638
a = 3516473.308272; b = 3720000.307873; cout = 304474257502.105408
a = 3516474.760140; b = 3730000.407969; cout = 305173449010.116455
a = 3516476.212009; b = 3740000.508064; cout = 306073402868.494812
a = 3516477.663878; b = 3750000.608159; cout = 307174119077.269165
a = 3516479.115746; b = 3760000.708254; cout = 308475597636.409546
a = 3516480.567615; b = 3770000.808349; cout = 309977838545.947571
a = 3516482.019484; b = 3780000.908444; cout = 311680841805.849670
a = 3516483.471352; b = 3790001.008539; cout = 313584607416.139587
a = 3516484.923221; b = 3800001.108635; cout = 315689135376.807312
a = 3516486.375089; b = 3810001.208730; cout = 317994425687.863037
a = 3516487.826958; b = 3820001.308825; cout = 320500478349.297974
a = 3516489.278827; b = 3830001.408920; cout = 323207293361.111450
a = 3516490.730695; b = 3840001.509015; cout = 326114870723.302979
a = 3516492.182564; b = 3850001.609110; cout = 329223210435.876221
a = 3516493.634433; b = 3860001.709205; cout = 332532312498.830444
a = 3516495.086301; b = 3870001.809300; cout = 336042176912.169739
a = 3516496.538170; b = 3880001.909396; cout = 339752803675.885437
a = 3516497.990039; b = 3890002.009491; cout = 343664192789.981567
a = 3516499.441907; b = 3900002.109586; cout = 347776344254.458740
a = 3516500.893776; b = 3910002.209681; cout = 352089258069.314880
a = 3516502.345645; b = 3920002.309776; cout = 356602934234.555847
a = 3516503.797513; b = 3930002.409871; cout = 361317372750.172974
a = 3516505.249382; b = 3940002.509966; cout = 366232573616.174561
a = 3516506.701251; b = 3950002.610062; cout = 371348536832.552490
a = 3516508.153119; b = 3960002.710157; cout = 376665262399.317078
a = 3516509.604988; b = 3970002.810252; cout = 382182750316.457825
a = 3516511.056857; b = 3980002.910347; cout = 387901000583.979858
a = 3516512.508725; b = 3990003.010442; cout = 393820013201.883423
a = 3516513.960594; b = 4000003.110537; cout = 399939788170.164734
a = 3516515.412463; b = 4010003.210632; cout = 406260325488.833252
a = 3516516.864331; b = 4020003.310727; cout = 412781625157.879272
