a = 3538497.232133; b = 3299999.301186; cout = 134753753877.283524
a = 3553531.890198; b = 3139999.879647; cout = 53144117460.320816
a = 3553533.342066; b = 3149999.979742; cout = 52995293599.473419
a = 3553534.793935; b = 3160000.079837; cout = 53047232088.999138
a = 3553536.245804; b = 3170000.179932; cout = 53299932928.915016
a = 3553537.697672; b = 3180000.280027; cout = 53753396119.202744
a = 3553539.149541; b = 3190000.380123; cout = 54407621659.876778
a = 3553540.601410; b = 3200000.480218; cout = 55262609550.926071
a = 3553542.053278; b = 3210000.580313; cout = 56318359792.359604
a = 3553543.505147; b = 3220000.680408; cout = 57574872384.173286
a = 3553544.957016; b = 3230000.780503; cout = 59032147326.367043
a = 3553546.408884; b = 3240000.880598; cout = 60690184618.941704
a = 3553547.860753; b = 3250000.980693; cout = 62548984261.897163
a = 3553549.312622; b = 3260001.080789; cout = 64608546255.232681
a = 3553550.764490; b = 3270001.180884; cout = 66868870598.950684
a = 3553552.216359; b = 3280001.280979; cout = 69329957293.047623
a = 3553553.668228; b = 3290001.381074; cout = 71991806337.525955
a = 3553555.120096; b = 3300001.481169; cout = 74854417732.384247
a = 3553556.571965; b = 3310001.581264; cout = 77917791477.623505
a = 3553558.023833; b = 3320001.681359; cout = 81181927573.243927
a = 3553559.475702; b = 3330001.781454; cout = 84646826019.244797
a = 3553560.927571; b = 3340001.881550; cout = 88312486815.625305
a = 3553562.379439; b = 3350001.981645; cout = 92178909962.387939
a = 3553563.831308; b = 3360002.081740; cout = 96246095459.529037
a = 3553565.283177; b = 3370002.181835; cout = 100514043307.054688
a = 3553566.735045; b = 3380002.281930; cout = 104982753504.955109
a = 3553568.186914; b = 3390002.382025; cout = 109652226053.241928
a = 3553569.638783; b = 3400002.482120; cout = 114522460951.903885
a = 3554525.586314; b = 3069999.324313; cout = 53698179999.141068
a = 3554527.038183; b = 3079999.424408; cout = 52435808900.574272
a = 3554528.490052; b = 3089999.524503; cout = 51374200152.393974
a = 3554529.941920; b = 3099999.624599; cout = 50513353754.591881
a = 3554531.393789; b = 3109999.724694; cout = 49853269707.171776
a = 3554532.845658; b = 3119999.824789; cout = 49393948010.128136
a = 3554534.297526; b = 3129999.924884; cout = 49135388663.465569
a = 3554535.749395; b = 3140000.024979; cout = 49077591667.185097
a = 3554537.201264; b = 3150000.125074; cout = 49220557021.288734
a = 3554538.653132; b = 3160000.225169; cout = 49564284725.769585
a = 3554540.105001; b = 3170000.325265; cout = 50108774780.630020
a = 3554541.556870; b = 3180000.425360; cout = 50854027185.873894
a = 3554543.008738; b = 3190000.525455; cout = 51800041941.495522
a = 3554544.460607; b = 3200000.625550; cout = 52946819047.502968
a = 3554545.912476; b = 3210000.725645; cout = 54294358503.886223
a = 3554547.364344; b = 3220000.825740; cout = 55842660310.651253
a = 3554548.816213; b = 3230000.925835; cout = 57591724467.796539
a = 3554550.268082; b = 3240001.025930; cout = 59541550975.322876
a = 3554551.719950; b = 3250001.126026; cout = 61692139833.231812
a = 3554553.171819; b = 3260001.226121; cout = 64043491041.519485
a = 3554554.623688; b = 3270001.326216; cout = 66595604600.187775
a = 3554556.075556; b = 3280001.426311; cout = 69348480509.237122
a = 3554557.527425; b = 3290001.526406; cout = 72302118768.666687
a = 3554558.979294; b = 3300001.626501; cout = 75456519378.478485
a = 3554560.431162; b = 3310001.726596; cout = 78811682338.668777
a = 3554561.883031; b = 3320001.826692; cout = 82367607649.242050
a = 3554563.334900; b = 3330001.926787; cout = 86124295310.194565
a = 3554564.786768; b = 3340002.026882; cout = 90081745321.528458
a = 3554566.238637; b = 3350002.126977; cout = 94239957683.242020
a = 3554567.690506; b = 3360002.227072; cout = 98598932395.337097
a = 3554569.142374; b = 3370002.327167; cout = 103158669457.811676
a = 3554570.594243; b = 3380002.427262; cout = 107919168870.668320
a = 3555527.993643; b = 3059999.369550; cout = 49334897775.632675
a = 3555529.445512; b = 3069999.469645; cout = 48163553541.637657
a = 3555530.897381; b = 3079999.569741; cout = 47192971658.030602
a = 3555532.349249; b = 3089999.669836; cout = 46423152124.796867
a = 3555533.801118; b = 3099999.769931; cout = 45854094941.948265
a = 3555535.252987; b = 3109999.870026; cout = 45485800109.476318
a = 3555536.704855; b = 3119999.970121; cout = 45318267627.386818
a = 3555538.156724; b = 3130000.070216; cout = 45351497495.680641
a = 3555539.608593; b = 3140000.170311; cout = 45585489714.350853
a = 3555541.060461; b = 3150000.270406; cout = 46020244283.404533
a = 3555542.512330; b = 3160000.370502; cout = 46655761202.836540
a = 3555543.964199; b = 3170000.470597; cout = 47492040472.651367
a = 3555545.416067; b = 3180000.570692; cout = 48529082092.847038
a = 3555546.867936; b = 3190000.670787; cout = 49766886063.422028
a = 3555548.319805; b = 3200000.770882; cout = 51205452384.376999
a = 3555549.771673; b = 3210000.870977; cout = 52844781055.713776
a = 3555551.223542; b = 3220000.971072; cout = 54684872077.430008
a = 3555552.675411; b = 3230001.071168; cout = 56725725449.529915
a = 3555554.127279; b = 3240001.171263; cout = 58967341172.007538
a = 3555555.579148; b = 3250001.271358; cout = 61409719244.866844
a = 3555557.031017; b = 3260001.371453; cout = 64052859668.106491
a = 3555558.482885; b = 3270001.471548; cout = 66896762441.726738
a = 3555559.934754; b = 3280001.571643; cout = 69941427565.728622
a = 3555561.386623; b = 3290001.671738; cout = 73186855040.110001
a = 3555562.838491; b = 3300001.771833; cout = 76633044864.872177
a = 3555564.290360; b = 3310001.871929; cout = 80279997040.015350
a = 3555565.742229; b = 3320001.972024; cout = 84127711565.539032
a = 3555567.194097; b = 3330002.072119; cout = 88176188441.444824
a = 3555568.645966; b = 3340002.172214; cout = 92425427667.727585
a = 3555570.097835; b = 3350002.272309; cout = 96875429244.396744
a = 3556528.949104; b = 3039999.314692; cout = 46444303032.707436
a = 3556530.400972; b = 3049999.414787; cout = 45163223312.903076
a = 3556531.852841; b = 3059999.514882; cout = 44082905943.485229
a = 3556533.304710; b = 3069999.614978; cout = 43203350924.442307
a = 3556534.756578; b = 3079999.715073; cout = 42524558255.784554
a = 3556536.208447; b = 3089999.815168; cout = 42046527937.503212
a = 3556537.660316; b = 3099999.915263; cout = 41769259969.607697
a = 3556539.112184; b = 3110000.015358; cout = 41692754352.087433
a = 3556540.564053; b = 3120000.115453; cout = 41817011084.953773
a = 3556542.015921; b = 3130000.215548; cout = 42142030168.192886
a = 3556543.467790; b = 3140000.315644; cout = 42667811601.817909
a = 3556544.919659; b = 3150000.415739; cout = 43394355385.821259
a = 3556546.371527; b = 3160000.515834; cout = 44321661520.209389
a = 3556547.823396; b = 3170000.615929; cout = 45449730004.974586
a = 3556549.275265; b = 3180000.716024; cout = 46778560840.120621
a = 3556550.727133; b = 3190000.816119; cout = 48308154025.647995
a = 3556552.179002; b = 3200000.916214; cout = 50038509561.555420
a = 3556553.630871; b = 3210001.016309; cout = 51969627447.845375
a = 3556555.082739; b = 3220001.116405; cout = 54101507684.513870
a = 3556556.534608; b = 3230001.216500; cout = 56434150271.563652
a = 3556557.986477; b = 3240001.316595; cout = 58967555208.994545
a = 3556559.438345; b = 3250001.416690; cout = 61701722496.804848
a = 3556560.890214; b = 3260001.516785; cout = 64636652134.998405
a = 3556562.342083; b = 3270001.616880; cout = 67772344123.569420
a = 3556563.793951; b = 3280001.716975; cout = 71108798462.523392
a = 3556565.245820; b = 3290001.817071; cout = 74646015151.855499
a = 3556566.697689; b = 3300001.917166; cout = 78383994191.571930
a = 3556568.149557; b = 3310002.017261; cout = 82322735581.666748
a = 3556569.601426; b = 3320002.117356; cout = 86462239322.142715
a = 3556571.053295; b = 3330002.217451; cout = 90802505412.998001
a = 3557531.356432; b = 3029999.359929; cout = 42373209466.187546
a = 3557532.808301; b = 3039999.460024; cout = 41183156610.956528
a = 3557534.260170; b = 3049999.560120; cout = 40193866106.109085
a = 3557535.712038; b = 3059999.660215; cout = 39405337951.639542
a = 3557537.163907; b = 3069999.760310; cout = 38817572147.550323
a = 3557538.615776; b = 3079999.860405; cout = 38430568693.842133
a = 3557540.067644; b = 3089999.960500; cout = 38244327590.516106
a = 3557541.519513; b = 3100000.060595; cout = 38258848837.566986
a = 3557542.971382; b = 3110000.160690; cout = 38474132435.002800
a = 3557544.423250; b = 3120000.260785; cout = 38890178382.816208
a = 3557545.875119; b = 3130000.360881; cout = 39506986681.012039
a = 3557547.326988; b = 3140000.460976; cout = 40324557329.587959
a = 3557548.778856; b = 3150000.561071; cout = 41342890328.545464
a = 3557550.230725; b = 3160000.661166; cout = 42561985677.881859
a = 3557551.682594; b = 3170000.761261; cout = 43981843377.600143
a = 3557553.134462; b = 3180000.861356; cout = 45602463427.697647
a = 3557554.586331; b = 3190000.961451; cout = 47423845828.178551
a = 3557556.038200; b = 3200001.061547; cout = 49445990579.037834
a = 3557557.490068; b = 3210001.161642; cout = 51668897680.277702
a = 3557558.941937; b = 3220001.261737; cout = 54092567131.898941
a = 3557560.393806; b = 3230001.361832; cout = 56716998933.899689
a = 3557561.845674; b = 3240001.461927; cout = 59542193086.283180
a = 3557563.297543; b = 3250001.562022; cout = 62568149589.045341
a = 3557564.749412; b = 3260001.662117; cout = 65794868442.189713
a = 3557566.201280; b = 3270001.762212; cout = 69222349645.714432
a = 3557567.653149; b = 3280001.862308; cout = 72850593199.617935
a = 3557569.105018; b = 3290001.962403; cout = 76679599103.905548
a = 3557570.556886; b = 3300002.062498; cout = 80709367358.569580
a = 3558533.763761; b = 3019999.405166; cout = 38493723660.448074
a = 3558535.215630; b = 3029999.505261; cout = 37394697669.791389
a = 3558536.667499; b = 3039999.605357; cout = 36496434029.512680
a = 3558538.119367; b = 3049999.705452; cout = 35798932739.616318
a = 3558539.571236; b = 3059999.805547; cout = 35302193800.096809
a = 3558541.023105; b = 3069999.905642; cout = 35006217210.958107
a = 3558542.474973; b = 3080000.005737; cout = 34911002972.203941
a = 3558543.926842; b = 3090000.105832; cout = 35016551083.825722
a = 3558545.378711; b = 3100000.205927; cout = 35322861545.833282
a = 3558546.830579; b = 3110000.306023; cout = 35829934358.216454
a = 3558548.282448; b = 3120000.406118; cout = 36537769520.986671
a = 3558549.734317; b = 3130000.506213; cout = 37446367034.132072
a = 3558551.186185; b = 3140000.606308; cout = 38555726897.660400
a = 3558552.638054; b = 3150000.706403; cout = 39865849111.567856
a = 3558554.089923; b = 3160000.806498; cout = 41376733675.857880
a = 3558555.541791; b = 3170000.906593; cout = 43088380590.528084
a = 3558556.993660; b = 3180001.006688; cout = 45000789855.579117
a = 3558558.445529; b = 3190001.106784; cout = 47113961471.009544
a = 3558559.897397; b = 3200001.206879; cout = 49427895436.820724
a = 3558561.349266; b = 3210001.306974; cout = 51942591753.013275
a = 3558562.801135; b = 3220001.407069; cout = 54658050419.586525
a = 3558564.253003; b = 3230001.507164; cout = 57574271436.540756
a = 3558565.704872; b = 3240001.607259; cout = 60691254803.874054
a = 3558567.156740; b = 3250001.707354; cout = 64009000521.589867
a = 3558568.608609; b = 3260001.807450; cout = 67527508589.685204
a = 3558570.060478; b = 3270001.907545; cout = 71246779008.161621
a = 3558571.512346; b = 3280002.007640; cout = 75166811777.018829
a = 3559534.719221; b = 2999999.350308; cout = 36014607091.961609
a = 3559536.171090; b = 3009999.450403; cout = 34805845615.491096
a = 3559537.622959; b = 3019999.550499; cout = 33797846489.404930
a = 3559539.074827; b = 3029999.650594; cout = 32990609713.695084
a = 3559540.526696; b = 3039999.750689; cout = 32384135288.367725
a = 3559541.978565; b = 3049999.850784; cout = 31978423213.421543
a = 3559543.430433; b = 3059999.950879; cout = 31773473488.858128
a = 3559544.882302; b = 3070000.050974; cout = 31769286114.672867
a = 3559546.334171; b = 3080000.151069; cout = 31965861090.867313
a = 3559547.786039; b = 3090000.251164; cout = 32363198417.444530
a = 3559549.237908; b = 3100000.351260; cout = 32961298094.400913
a = 3559550.689777; b = 3110000.451355; cout = 33760160121.739452
a = 3559552.141645; b = 3120000.551450; cout = 34759784499.456833
a = 3559553.593514; b = 3130000.651545; cout = 35960171227.556206
a = 3559555.045383; b = 3140000.751640; cout = 37361320306.035271
a = 3559556.497251; b = 3150000.851735; cout = 38963231734.895668
a = 3559557.949120; b = 3160000.951830; cout = 40765905514.137444
a = 3559559.400989; b = 3170001.051926; cout = 42769341643.758255
a = 3559560.852857; b = 3180001.152021; cout = 44973540123.761055
a = 3559562.304726; b = 3190001.252116; cout = 47378500954.143318
a = 3559563.756595; b = 3200001.352211; cout = 49984224134.907875
a = 3559565.208463; b = 3210001.452306; cout = 52790709666.050804
a = 3559566.660332; b = 3220001.552401; cout = 55797957547.576241
a = 3559568.112201; b = 3230001.652496; cout = 59005967779.481781
a = 3559569.564069; b = 3240001.752591; cout = 62414740361.768394
a = 3559571.015938; b = 3250001.852687; cout = 66024275294.435287
a = 3559572.467807; b = 3260001.952782; cout = 69834572577.482040
a = 3560537.126550; b = 2989999.395545; cout = 32427309943.210155
a = 3560538.578419; b = 2999999.495640; cout = 31309575331.310432
a = 3560540.030288; b = 3009999.595736; cout = 30392603069.795181
a = 3560541.482156; b = 3019999.695831; cout = 29676393158.656853
a = 3560542.934025; b = 3029999.795926; cout = 29160945597.902630
a = 3560544.385894; b = 3039999.896021; cout = 28846260387.526306
a = 3560545.837762; b = 3049999.996116; cout = 28732337527.532227
a = 3560547.289631; b = 3060000.096211; cout = 28819177017.917183
a = 3560548.741500; b = 3070000.196306; cout = 29106778858.683968
a = 3560550.193368; b = 3080000.296402; cout = 29595143049.831684
a = 3560551.645237; b = 3090000.396497; cout = 30284269591.361477
a = 3560553.097106; b = 3100000.496592; cout = 31174158483.270252
a = 3560554.548974; b = 3110000.596687; cout = 32264809725.559986
a = 3560556.000843; b = 3120000.696782; cout = 33556223318.229935
a = 3560557.452712; b = 3130000.796877; cout = 35048399261.281296
a = 3560558.904580; b = 3140000.896972; cout = 36741337554.713356
a = 3560560.356449; b = 3150000.997067; cout = 38635038198.524803
a = 3560561.808318; b = 3160001.097163; cout = 40729501192.717766
a = 3560563.260186; b = 3170001.197258; cout = 43024726537.291283
a = 3560564.712055; b = 3180001.297353; cout = 45520714232.245689
a = 3560566.163924; b = 3190001.397448; cout = 48217464277.581177
a = 3560567.615792; b = 3200001.497543; cout = 51114976673.295929
a = 3560569.067661; b = 3210001.597638; cout = 54213251419.393356
a = 3560570.519530; b = 3220001.697733; cout = 57512288515.869644
a = 3560571.971398; b = 3230001.797829; cout = 61012087962.727455
a = 3561539.533879; b = 2979999.440782; cout = 29031620555.237614
a = 3561540.985748; b = 2989999.540877; cout = 28004912807.909065
a = 3561542.437617; b = 2999999.640973; cout = 27178967410.964798
a = 3561543.889485; b = 3009999.741068; cout = 26553784364.397888
a = 3561545.341354; b = 3019999.841163; cout = 26129363668.215641
a = 3561546.793223; b = 3029999.941258; cout = 25905705322.411594
a = 3561548.245091; b = 3040000.041353; cout = 25882809326.986919
a = 3561549.696960; b = 3050000.141448; cout = 26060675681.944675
a = 3561551.148828; b = 3060000.241543; cout = 26439304387.280418
a = 3561552.600697; b = 3070000.341639; cout = 27018695443.003769
a = 3561554.052566; b = 3080000.441734; cout = 27798848849.100437
a = 3561555.504434; b = 3090000.541829; cout = 28779764605.582008
a = 3561556.956303; b = 3100000.641924; cout = 29961442712.441517
a = 3561558.408172; b = 3110000.742019; cout = 31343883169.683506
a = 3561559.860040; b = 3120000.842114; cout = 32927085977.306431
a = 3561561.311909; b = 3130000.942209; cout = 34711051135.309235
a = 3561562.763778; b = 3140001.042305; cout = 36695778643.692543
a = 3561564.215646; b = 3150001.142400; cout = 38881268502.456177
a = 3561565.667515; b = 3160001.242495; cout = 41267520711.601822
a = 3561567.119384; b = 3170001.342590; cout = 43854535271.127426
a = 3561568.571252; b = 3180001.442685; cout = 46642312181.032974
a = 3561570.023121; b = 3190001.542780; cout = 49630851441.319221
a = 3561571.474990; b = 3200001.642875; cout = 52820153051.986938
a = 3561572.926858; b = 3210001.742970; cout = 56210217013.036232
a = 3562540.489339; b = 2959999.385924; cout = 26963982161.175999
a = 3562541.941208; b = 2969999.486019; cout = 25827538928.042187
a = 3562543.393077; b = 2979999.586115; cout = 24891858045.285069
a = 3562544.844945; b = 2989999.686210; cout = 24156939512.912205
a = 3562546.296814; b = 2999999.786305; cout = 23622783330.918903
a = 3562547.748683; b = 3009999.886400; cout = 23289389499.305550
a = 3562549.200551; b = 3019999.986495; cout = 23156758018.072983
a = 3562550.652420; b = 3030000.086590; cout = 23224888887.221142
a = 3562552.104289; b = 3040000.186685; cout = 23493782106.749813
a = 3562553.556157; b = 3050000.286781; cout = 23963437676.659809
a = 3562555.008026; b = 3060000.386876; cout = 24633855596.949730
a = 3562556.459895; b = 3070000.486971; cout = 25505035867.620495
a = 3562557.911763; b = 3080000.587066; cout = 26576978488.671810
a = 3562559.363632; b = 3090000.687161; cout = 27849683460.103367
a = 3562560.815501; b = 3100000.787256; cout = 29323150781.917828
a = 3562562.267369; b = 3110000.887351; cout = 30997380454.110649
a = 3562563.719238; b = 3120000.987446; cout = 32872372476.684277
a = 3562565.171107; b = 3130001.087542; cout = 34948126849.639030
a = 3562566.622975; b = 3140001.187637; cout = 37224643572.974342
a = 3562568.074844; b = 3150001.287732; cout = 39701922646.691231
a = 3562569.526713; b = 3160001.387827; cout = 42379964070.786331
a = 3562570.978581; b = 3170001.487922; cout = 45258767845.264275
a = 3562572.430450; b = 3180001.588017; cout = 48338333970.122124
a = 3562534.391972; b = 3190000.042016; cout = 51529058712.283104
a = 3563542.896668; b = 2949999.431161; cout = 23860481430.188702
a = 3563544.348537; b = 2959999.531256; cout = 22815065061.628563
a = 3563545.800406; b = 2969999.631352; cout = 21970411043.440758
a = 3563547.252274; b = 2979999.731447; cout = 21326519375.642925
a = 3563548.704143; b = 2989999.831542; cout = 20883390058.216232
a = 3563550.156012; b = 2999999.931637; cout = 20641023091.176685
a = 3563551.607880; b = 3010000.031732; cout = 20599418474.514233
a = 3563553.059749; b = 3020000.131827; cout = 20758576208.235432
a = 3563554.511618; b = 3030000.231922; cout = 21118496292.335117
a = 3563555.963486; b = 3040000.332018; cout = 21679178726.816391
a = 3563557.415355; b = 3050000.432113; cout = 22440623511.676441
a = 3563558.867224; b = 3060000.532208; cout = 23402830646.918983
a = 3563560.319092; b = 3070000.632303; cout = 24565800132.541142
a = 3563561.770961; b = 3080000.732398; cout = 25929531968.545509
a = 3563563.222830; b = 3090000.832493; cout = 27494026154.929306
a = 3563564.674698; b = 3100000.932588; cout = 29259282691.694023
a = 3563566.126567; b = 3110001.032684; cout = 31225301578.838978
a = 3563567.578436; b = 3120001.132779; cout = 33392082816.365444
a = 3563569.030304; b = 3130001.232874; cout = 35759626404.272064
a = 3563570.482173; b = 3140001.332969; cout = 38327932342.559883
a = 3563571.934041; b = 3150001.433064; cout = 41097000631.227448
a = 3563573.385910; b = 3160001.533159; cout = 44066831270.277847
a = 3564545.303997; b = 2939999.476398; cout = 20948588459.986774
a = 3564546.755866; b = 2949999.576494; cout = 19994198955.993469
a = 3564548.207734; b = 2959999.676589; cout = 19240571802.382504
a = 3564549.659603; b = 2969999.776684; cout = 18687706999.148914
a = 3564551.111472; b = 2979999.876779; cout = 18335604546.296162
a = 3564552.563340; b = 2989999.976874; cout = 18184264443.826878
a = 3564554.015209; b = 3000000.076969; cout = 18233686691.735809
a = 3564555.467078; b = 3010000.177064; cout = 18483871290.029041
a = 3564556.918946; b = 3020000.277159; cout = 18934818238.698494
a = 3564558.370815; b = 3030000.377255; cout = 19586527537.750511
a = 3564559.822684; b = 3040000.477350; cout = 20438999187.183147
a = 3564561.274552; b = 3050000.577445; cout = 21492233186.996315
a = 3564562.726421; b = 3060000.677540; cout = 22746229537.191082
a = 3564564.178290; b = 3070000.777635; cout = 24200988237.765270
a = 3564565.630158; b = 3080000.877730; cout = 25856509288.720745
a = 3564567.082027; b = 3090000.977825; cout = 27712792690.056469
a = 3564568.533896; b = 3100001.077921; cout = 29769838441.772366
a = 3564569.985764; b = 3110001.178016; cout = 32027646543.870316
a = 3564571.437633; b = 3120001.278111; cout = 34486216996.347214
a = 3564572.889502; b = 3130001.378206; cout = 37145549799.207169
a = 3564574.341370; b = 3140001.478301; cout = 40005644952.444496
a = 3565547.711326; b = 2929999.521635; cout = 18228303250.558525
a = 3565549.163195; b = 2939999.621731; cout = 17364940611.137253
a = 3565550.615063; b = 2949999.721826; cout = 16702340322.098406
a = 3565552.066932; b = 2959999.821921; cout = 16240502383.436157
a = 3565553.518801; b = 2969999.922016; cout = 15979426795.156036
a = 3565554.970669; b = 2980000.022111; cout = 15919113557.256386
a = 3565556.422538; b = 2990000.122206; cout = 16059562669.738874
a = 3565557.874407; b = 3000000.222301; cout = 16400774132.600376
a = 3565559.326275; b = 3010000.322397; cout = 16942747945.842192
a = 3565560.778144; b = 3020000.422492; cout = 17685484109.464897
a = 3565562.230013; b = 3030000.522587; cout = 18628982623.468266
a = 3565563.681881; b = 3040000.622682; cout = 19773243487.854374
a = 3565565.133750; b = 3050000.722777; cout = 21118266702.619221
a = 3565566.585619; b = 3060000.822872; cout = 22664052267.765285
a = 3565568.037487; b = 3070000.922967; cout = 24410600183.292065
a = 3565569.489356; b = 3080001.023063; cout = 26357910449.198978
a = 3565570.941225; b = 3090001.123158; cout = 28505983065.487789
a = 3565572.393093; b = 3100001.223253; cout = 30854818032.155167
a = 3565573.844962; b = 3110001.323348; cout = 33404415349.205372
a = 3566548.666786; b = 2909999.466777; cout = 16672723927.146097
a = 3566550.118655; b = 2919999.566873; cout = 15699625801.912931
a = 3566551.570524; b = 2929999.666968; cout = 14927290027.062246
a = 3566553.022392; b = 2939999.767063; cout = 14355716602.590733
a = 3566554.474261; b = 2949999.867158; cout = 13984905528.502506
a = 3566555.926129; b = 2959999.967253; cout = 13814856804.792574
a = 3566557.377998; b = 2970000.067348; cout = 13845570431.465982
a = 3566558.829867; b = 2980000.167443; cout = 14077046408.518152
a = 3566560.281735; b = 2990000.267538; cout = 14509284735.951836
a = 3566561.733604; b = 3000000.367634; cout = 15142285413.764977
a = 3566563.185473; b = 3010000.467729; cout = 15976048441.959211
a = 3566564.637341; b = 3020000.567824; cout = 17010573820.534998
a = 3566566.089210; b = 3030000.667919; cout = 18245861549.490803
a = 3566567.541079; b = 3040000.768014; cout = 19681911628.826820
a = 3566568.992947; b = 3050000.868109; cout = 21318724058.543850
a = 3566570.444816; b = 3060000.968204; cout = 23156298838.640743
a = 3566571.896685; b = 3070001.068300; cout = 25194635969.120293
a = 3566573.348553; b = 3080001.168395; cout = 27433735449.978069
a = 3566574.800422; b = 3090001.268490; cout = 29873597281.219082
a = 3567551.074115; b = 2899999.512014; cout = 14244627374.703278
a = 3567552.525984; b = 2909999.612110; cout = 13362556114.043468
a = 3567553.977852; b = 2919999.712205; cout = 12681247203.765387
a = 3567555.429721; b = 2929999.812300; cout = 12200700643.865295
a = 3567556.881590; b = 2939999.912395; cout = 11920916434.348045
a = 3567558.333458; b = 2950000.012490; cout = 11841894575.210836
a = 3567559.785327; b = 2960000.112585; cout = 11963635066.454712
a = 3567561.237196; b = 2970000.212680; cout = 12286137908.076784
a = 3567562.689064; b = 2980000.312776; cout = 12809403100.081770
a = 3567564.140933; b = 2990000.412871; cout = 13533430642.466333
a = 3567565.592802; b = 3000000.512966; cout = 14458220535.232370
a = 3567567.044670; b = 3010000.613061; cout = 15583772778.379223
a = 3567568.496539; b = 3020000.713156; cout = 16910087371.906254
a = 3567569.948408; b = 3030000.813251; cout = 18437164315.813770
a = 3567571.400276; b = 3040000.913346; cout = 20165003610.102261
a = 3567572.852145; b = 3050001.013441; cout = 22093605254.770927
a = 3567574.304014; b = 3060001.113537; cout = 24222969249.821209
a = 3567536.258771; b = 3069999.567191; cout = 26488394319.521915
a = 3568553.481444; b = 2889999.557252; cout = 12008138583.045214
a = 3568554.933313; b = 2899999.657347; cout = 11217094186.954947
a = 3568556.385181; b = 2909999.757442; cout = 10626812141.247717
a = 3568557.837050; b = 2919999.857537; cout = 10237292445.919024
a = 3568559.288919; b = 2929999.957632; cout = 10048535100.972912
a = 3568560.740787; b = 2940000.057727; cout = 10060540106.406315
a = 3568562.192656; b = 2950000.157822; cout = 10273307462.221275
a = 3568563.644525; b = 2960000.257917; cout = 10686837168.415297
a = 3568565.096393; b = 2970000.358013; cout = 11301129224.991533
a = 3568566.548262; b = 2980000.458108; cout = 12116183631.948231
a = 3568568.000131; b = 2990000.558203; cout = 13132000389.285479
a = 3568569.451999; b = 3000000.658298; cout = 14348579497.002794
a = 3568570.903868; b = 3010000.758393; cout = 15765920955.101269
a = 3568572.355737; b = 3020000.858488; cout = 17384024763.580242
a = 3568573.807605; b = 3030000.958583; cout = 19202890922.439602
a = 3568575.259474; b = 3040001.058679; cout = 21222519431.680187
a = 3569554.436904; b = 2869999.502393; cout = 10864037434.062738
a = 3569555.888773; b = 2879999.602489; cout = 9963257552.163097
a = 3569557.340641; b = 2889999.702584; cout = 9263240020.645384
a = 3569558.792510; b = 2899999.802679; cout = 8763984839.508364
a = 3569560.244379; b = 2909999.902774; cout = 8465492008.751197
a = 3569561.696247; b = 2920000.002869; cout = 8367761528.377531
a = 3569563.148116; b = 2930000.102964; cout = 8470793398.381797
a = 3569564.599985; b = 2940000.203059; cout = 8774587618.768053
a = 3569566.051853; b = 2950000.303155; cout = 9279144189.533478
a = 3569567.503722; b = 2960000.403250; cout = 9984463110.681465
a = 3569568.955591; b = 2970000.503345; cout = 10890544382.208782
a = 3569570.407459; b = 2980000.603440; cout = 11997388004.116945
a = 3569571.859328; b = 2990000.703535; cout = 13304993976.406153
a = 3569573.311197; b = 3000000.803630; cout = 14813362299.075554
a = 3569574.763065; b = 3010000.903725; cout = 16522492972.125910
a = 3569576.214934; b = 3020001.003820; cout = 18432385995.556667
a = 3570556.844233; b = 2859999.547631; cout = 8919737299.390406
a = 3570558.296102; b = 2869999.647726; cout = 8109984282.060591
a = 3570559.747970; b = 2879999.747821; cout = 7500993615.115424
a = 3570561.199839; b = 2889999.847916; cout = 7092765298.548809
a = 3570562.651708; b = 2899999.948011; cout = 6885299332.365706
a = 3570564.103576; b = 2910000.048106; cout = 6878595716.559869
a = 3570565.555445; b = 2920000.148201; cout = 7072654451.137090
a = 3570567.007314; b = 2930000.248296; cout = 7467475536.093433
a = 3570568.459182; b = 2940000.348392; cout = 8063058971.431058
a = 3570569.911051; b = 2950000.448487; cout = 8859404757.149803
a = 3570571.362920; b = 2960000.548582; cout = 9856512893.248341
a = 3570572.814788; b = 2970000.648677; cout = 11054383379.728189
a = 3570574.266657; b = 2980000.748772; cout = 12453016216.588354
a = 3570575.718526; b = 2990000.848867; cout = 14052411403.829576
a = 3571559.251562; b = 2849999.592868; cout = 7167044925.496543
a = 3571560.703431; b = 2859999.692963; cout = 6448318772.740492
a = 3571562.155299; b = 2869999.793058; cout = 5930354970.365172
a = 3571563.607168; b = 2879999.893153; cout = 5613153518.371840
a = 3571565.059036; b = 2889999.993248; cout = 5496714416.757003
a = 3571566.510905; b = 2900000.093343; cout = 5581037665.524368
a = 3571567.962774; b = 2910000.193438; cout = 5866123264.671208
a = 3571569.414642; b = 2920000.293534; cout = 6351971214.198993
a = 3571570.866511; b = 2930000.393629; cout = 7038581514.108339
a = 3571572.318380; b = 2940000.493724; cout = 7925954164.397657
a = 3571573.770248; b = 2950000.593819; cout = 9014089165.068027
a = 3571575.222117; b = 2960000.693914; cout = 10302986516.119141
a = 3571576.673986; b = 2970000.794009; cout = 11792646217.550426
a = 3572560.207022; b = 2829999.538010; cout = 6434421950.946646
a = 3572561.658891; b = 2839999.638105; cout = 5605960312.380377
a = 3572563.110759; b = 2849999.738200; cout = 4978261024.196954
a = 3572564.562628; b = 2859999.838295; cout = 4551324086.394057
