a = 3334018.074881; b = 5938374.998894; cout = 5650073666132.387695
a = 3452571.466474; b = 4853296.068659; cout = 3620575132651.011230
a = 3452572.898657; b = 4863160.578808; cout = 3631838747156.716797
a = 3452574.330840; b = 4873025.088958; cout = 3643297716704.747070
a = 3452575.763023; b = 4882889.599107; cout = 3654952041295.079102
a = 3452545.158110; b = 5326786.965426; cout = 4117229461204.603516
a = 3452519.947514; b = 5336650.488314; cout = 4124980850083.757324
a = 3452521.379697; b = 5346514.998463; cout = 4132792651344.712402
a = 3452522.811880; b = 5356379.508613; cout = 4140799807647.986328
a = 3452524.244063; b = 5366244.018762; cout = 4149002318993.581055
a = 3452525.676246; b = 5376108.528911; cout = 4157400185381.496582
a = 3452527.108429; b = 5385973.039061; cout = 4165993406811.715820
a = 3452526.235266; b = 5395837.220422; cout = 4174788820573.494141
a = 3462379.545322; b = 4271291.402029; cout = 3216751922112.734375
a = 3462380.977505; b = 4281155.912178; cout = 3219326051826.588867
a = 3462382.409688; b = 4291020.422328; cout = 3222095536582.758301
a = 3462383.841871; b = 4300884.932477; cout = 3225060376381.257324
a = 3462385.274054; b = 4310749.442626; cout = 3228220571222.067871
a = 3462386.706237; b = 4320613.952776; cout = 3231576121105.192871
a = 3462388.138420; b = 4330478.462925; cout = 3235127026030.645508
a = 3462389.570603; b = 4340342.973074; cout = 3238873285998.401367
a = 3462391.002786; b = 4350207.483224; cout = 3242814901008.480957
a = 3462392.434969; b = 4360071.993373; cout = 3246951871060.879395
a = 3462393.867152; b = 4369936.503523; cout = 3251284196155.603027
a = 3462395.299335; b = 4379801.013672; cout = 3255811876292.632324
a = 3462396.731518; b = 4389665.523821; cout = 3260534911471.992676
a = 3462398.163701; b = 4399530.033971; cout = 3265453301693.661621
a = 3462399.595884; b = 4409394.544120; cout = 3270567046957.646973
a = 3462401.028067; b = 4419259.054269; cout = 3275876147263.954102
a = 3462402.460250; b = 4429123.564419; cout = 3281380602612.578613
a = 3462403.892433; b = 4438988.074568; cout = 3287080413003.522949
a = 3462405.324616; b = 4448852.584718; cout = 3292975578436.780762
a = 3462406.756799; b = 4458717.094867; cout = 3299066098912.354492
a = 3462408.188981; b = 4468581.605016; cout = 3305351974430.254395
a = 3462409.621164; b = 4478446.115166; cout = 3311833204990.466309
a = 3462411.053347; b = 4488310.625315; cout = 3318509790592.999512
a = 3462412.485530; b = 4498175.135464; cout = 3325381731237.854980
a = 3462413.917713; b = 4508039.645614; cout = 3332449026925.017578
a = 3462415.349896; b = 4517904.155763; cout = 3339711677654.506836
a = 3462416.782079; b = 4527768.665913; cout = 3347169683426.307129
a = 3462418.214262; b = 4537633.176062; cout = 3354823044240.430664
a = 3462419.646445; b = 4547497.686211; cout = 3362671760096.868652
a = 3462421.078628; b = 4557362.196361; cout = 3370715830995.625000
a = 3462422.510811; b = 4567226.706510; cout = 3378955256936.704590
a = 3462423.942994; b = 4577091.216659; cout = 3387390037920.094238
a = 3462425.375177; b = 4586955.726809; cout = 3396020173945.802734
a = 3462426.807360; b = 4596820.236958; cout = 3404845665013.837891
a = 3462428.239543; b = 4606684.747107; cout = 3413866511124.171387
a = 3462429.671726; b = 4616549.257257; cout = 3423082712276.843262
a = 3462431.103909; b = 4626413.767406; cout = 3432494268471.830078
a = 3462432.536092; b = 4636278.277556; cout = 3442101179709.133301
a = 3462433.968275; b = 4646142.787705; cout = 3451903445988.747559
a = 3462435.400458; b = 4656007.297854; cout = 3461901067310.682617
a = 3462436.832641; b = 4665871.808004; cout = 3472094043674.936035
a = 3462438.264824; b = 4675736.318153; cout = 3482482375081.509766
a = 3462439.697007; b = 4685600.828302; cout = 3493066061530.391602
a = 3462441.129190; b = 4695465.338452; cout = 3503845103021.599121
a = 3462442.561373; b = 4705329.848601; cout = 3514819499555.126953
a = 3462443.993556; b = 4715194.358751; cout = 3525989251130.970215
a = 3462445.425739; b = 4725058.868900; cout = 3537354357749.140137
a = 3462446.857922; b = 4734923.379049; cout = 3548914819409.632324
a = 3462448.290105; b = 4744787.889199; cout = 3560670636112.422363
a = 3462449.722288; b = 4754652.399348; cout = 3572621807857.522461
a = 3462451.154471; b = 4764516.909497; cout = 3584768334644.960938
a = 3462452.586654; b = 4774381.419647; cout = 3597110216474.711914
a = 3462454.018837; b = 4784245.929796; cout = 3609647453346.778809
a = 3462407.948583; b = 5060446.952706; cout = 3886158193332.304688
a = 3462373.856217; b = 5070310.146464; cout = 3891591374339.903320
a = 3462375.288400; b = 5080174.656613; cout = 3896965052163.190918
a = 3462376.720583; b = 5090039.166763; cout = 3902534085028.790527
a = 3462378.152766; b = 5099903.676912; cout = 3908298472936.706055
a = 3462379.584949; b = 5109768.187061; cout = 3914258215886.935059
a = 3462381.017132; b = 5119632.697211; cout = 3920413313879.488770
a = 3462382.449315; b = 5129497.207360; cout = 3926763766914.356934
a = 3462383.881498; b = 5139361.717509; cout = 3933309574991.547363
a = 3462385.313681; b = 5149226.227659; cout = 3940050738111.054199
a = 3462386.745864; b = 5159090.737808; cout = 3946987256272.876465
a = 3462388.178047; b = 5168955.247958; cout = 3954119129477.017578
a = 3462389.610230; b = 5178819.758107; cout = 3961446357723.477539
a = 3462391.042413; b = 5188684.268256; cout = 3968968941012.254883
a = 3462392.474596; b = 5198548.778406; cout = 3976686879343.353027
a = 3462393.906779; b = 5208413.288555; cout = 3984600172716.759766
a = 3462395.338962; b = 5218277.798704; cout = 3992708821132.492188
a = 3462396.771145; b = 5228142.308854; cout = 4001012824590.539551
a = 3462398.203327; b = 5238006.819003; cout = 4009512183090.906250
a = 3462399.635510; b = 5247871.329152; cout = 4018206896633.587402
a = 3462401.067693; b = 5257735.839302; cout = 4027096965218.590332
a = 3462402.499876; b = 5267600.349451; cout = 4036182388845.913086
a = 3462403.932059; b = 5277464.859601; cout = 4045463167515.552246
a = 3462405.364242; b = 5287329.369750; cout = 4054939301227.513184
a = 3462406.796425; b = 5297193.879899; cout = 4064610789981.779785
a = 3462408.228608; b = 5307058.390049; cout = 4074477633778.367188
a = 3462409.660791; b = 5316922.900198; cout = 4084539832617.279785
a = 3462406.486913; b = 5326786.753007; cout = 4094794224106.338379
a = 3472253.504587; b = 4143054.202270; cout = 3134926653369.984863
a = 3472254.936770; b = 4152918.712419; cout = 3137797630238.614258
a = 3472256.368953; b = 4162783.222569; cout = 3140863962149.560059
a = 3472257.801136; b = 4172647.732718; cout = 3144125649102.820801
a = 3472259.233318; b = 4182512.242868; cout = 3147582691098.410645
a = 3472260.665501; b = 4192376.753017; cout = 3151235088136.310547
a = 3472262.097684; b = 4202241.263166; cout = 3155082840216.536621
a = 3472263.529867; b = 4212105.773316; cout = 3159125947339.067383
a = 3472264.962050; b = 4221970.283465; cout = 3163364409503.923340
a = 3472266.394233; b = 4231834.793614; cout = 3167798226711.094727
a = 3472267.826416; b = 4241699.303764; cout = 3172427398960.592773
a = 3472269.258599; b = 4251563.813913; cout = 3177251926252.400391
a = 3472270.690782; b = 4261428.324063; cout = 3182271808586.521973
a = 3472272.122965; b = 4271292.834212; cout = 3187487045962.974121
a = 3472273.555148; b = 4281157.344361; cout = 3192897638381.734375
a = 3472274.987331; b = 4291021.854511; cout = 3198503585842.807617
a = 3472276.419514; b = 4300886.364660; cout = 3204304888346.211914
a = 3472277.851697; b = 4310750.874809; cout = 3210301545891.932129
a = 3472279.283880; b = 4320615.384959; cout = 3216493558479.965332
a = 3472280.716063; b = 4330479.895108; cout = 3222880926110.315918
a = 3472282.148246; b = 4340344.405257; cout = 3229463648782.987305
a = 3472283.580429; b = 4350208.915407; cout = 3236241726497.974121
a = 3472285.012612; b = 4360073.425556; cout = 3243215159255.280762
a = 3472286.444795; b = 4369937.935706; cout = 3250383947054.905762
a = 3472287.876978; b = 4379802.445855; cout = 3257748089896.845703
a = 3472289.309161; b = 4389666.956004; cout = 3265307587781.098145
a = 3472290.741344; b = 4399531.466154; cout = 3273062440707.677734
a = 3472292.173527; b = 4409395.976303; cout = 3281012648676.573730
a = 3472293.605710; b = 4419260.486452; cout = 3289158211687.785645
a = 3472295.037893; b = 4429124.996602; cout = 3297499129741.316895
a = 3472296.470076; b = 4438989.506751; cout = 3306035402837.166504
a = 3472297.902259; b = 4448854.016901; cout = 3314767030975.335449
a = 3472299.334442; b = 4458718.527050; cout = 3323694014155.815918
a = 3472300.766625; b = 4468583.037199; cout = 3332816352378.627930
a = 3472302.198808; b = 4478447.547349; cout = 3342134045643.750977
a = 3472303.630991; b = 4488312.057498; cout = 3351647093951.181641
a = 3472305.063174; b = 4498176.567647; cout = 3361355497300.934082
a = 3472306.495357; b = 4508041.077797; cout = 3371259255693.015625
a = 3472307.927540; b = 4517905.587946; cout = 3381358369127.407715
a = 3472309.359723; b = 4527770.098096; cout = 3391652837604.117676
a = 3472310.791906; b = 4537634.608245; cout = 3402142661123.148438
a = 3472312.224089; b = 4547499.118394; cout = 3412827839684.493164
a = 3472313.656272; b = 4557363.628544; cout = 3423708373288.160645
a = 3472315.088455; b = 4567228.138693; cout = 3434784261934.134277
a = 3472316.520638; b = 4577092.648842; cout = 3446055505622.426270
a = 3472317.952821; b = 4586957.158992; cout = 3457522104353.048828
a = 3472319.385004; b = 4596821.669141; cout = 3469184058125.983398
a = 3472320.817187; b = 4606686.179290; cout = 3481041366941.245117
a = 3472322.249370; b = 4616550.689440; cout = 3493094030798.811035
a = 3472323.681553; b = 4626415.199589; cout = 3505342049698.700195
a = 3472325.113736; b = 4636279.709739; cout = 3517785423640.909180
a = 3472326.545919; b = 4646144.219888; cout = 3530424152625.437500
a = 3472327.978102; b = 4656008.730037; cout = 3543258236652.284668
a = 3472329.410284; b = 4665873.240187; cout = 3556287675721.432129
a = 3472330.842467; b = 4675737.750336; cout = 3569512469832.920410
a = 3472332.274650; b = 4685602.260485; cout = 3582932618986.708984
a = 3472270.739058; b = 4794106.939986; cout = 3700077800804.955078
a = 3472227.764920; b = 4803969.804614; cout = 3703230241835.424805
a = 3472229.197103; b = 4813834.314763; cout = 3706165796221.020996
a = 3472230.629286; b = 4823698.824913; cout = 3709296705648.954590
a = 3472232.061469; b = 4833563.335062; cout = 3712622970119.184082
a = 3472233.493652; b = 4843427.845211; cout = 3716144589631.744629
a = 3472234.925835; b = 4853292.355361; cout = 3719861564186.624023
a = 3472236.358018; b = 4863156.865510; cout = 3723773893783.817871
a = 3472237.790201; b = 4873021.375659; cout = 3727881578423.324707
a = 3472239.222384; b = 4882885.885809; cout = 3732184618105.152832
a = 3472240.654567; b = 4892750.395958; cout = 3736683012829.303223
a = 3472242.086750; b = 4902614.906108; cout = 3741376762595.764160
a = 3472243.518933; b = 4912479.416257; cout = 3746265867404.546875
a = 3472244.951116; b = 4922343.926406; cout = 3751350327255.645508
a = 3472246.383299; b = 4932208.436556; cout = 3756630142149.064453
a = 3472247.815481; b = 4942072.946705; cout = 3762105312084.801270
a = 3472249.247664; b = 4951937.456854; cout = 3767775837062.858398
a = 3472250.679847; b = 4961801.967004; cout = 3773641717083.222168
a = 3472252.112030; b = 4971666.477153; cout = 3779702952145.917480
a = 3472253.544213; b = 4981530.987302; cout = 3785959542250.922363
a = 3472254.976396; b = 4991395.497452; cout = 3792411487398.251953
a = 3472256.408579; b = 5001260.007601; cout = 3799058787587.892578
a = 3472257.840762; b = 5011124.517751; cout = 3805901442819.858887
a = 3472259.272945; b = 5020989.027900; cout = 3812939453094.134766
a = 3472260.705128; b = 5030853.538049; cout = 3820172818410.733398
a = 3472262.137311; b = 5040718.048199; cout = 3827601538769.647949
a = 3472263.569494; b = 5050582.558348; cout = 3835225614170.879395
a = 3472265.001677; b = 5060447.068497; cout = 3843045044614.427734
a = 3472266.433860; b = 5070311.578647; cout = 3851059830100.299316
a = 3472267.866043; b = 5080176.088796; cout = 3859269970628.485352
a = 3472269.298226; b = 5090040.598946; cout = 3867675466198.991699
a = 3472270.730409; b = 5099905.109095; cout = 3876276316811.810059
a = 3472272.162592; b = 5109769.619244; cout = 3885072522466.952637
a = 3472273.594775; b = 5119634.129394; cout = 3894064083164.412598
a = 3472275.026958; b = 5129498.639543; cout = 3903250998904.188477
a = 3472276.459141; b = 5139363.149692; cout = 3912633269686.282227
a = 3472277.891324; b = 5149227.659842; cout = 3922210895510.696289
a = 3472279.323507; b = 5159092.169991; cout = 3931983876377.432617
a = 3472280.755690; b = 5168956.680141; cout = 3941952212286.476562
a = 3472282.187873; b = 5178821.190290; cout = 3952115903237.840332
a = 3472283.620056; b = 5188685.700439; cout = 3962474949231.520996
a = 3472285.052239; b = 5198550.210589; cout = 3973029350267.520508
a = 3472286.484422; b = 5208414.720738; cout = 3983779106345.845703
a = 3472287.916605; b = 5218279.230887; cout = 3994724217466.479004
a = 3472289.348788; b = 5228143.741037; cout = 4005864683629.433105
a = 3472290.780971; b = 5238008.251186; cout = 4017200504834.704590
a = 3472292.213154; b = 5247872.761335; cout = 4028731681082.297852
a = 3482138.859708; b = 4004953.478689; cout = 3065150971491.939453
a = 3482127.463851; b = 4014817.002511; cout = 3068151859905.952148
a = 3482128.896034; b = 4024681.512661; cout = 3071319683929.357910
a = 3482130.328217; b = 4034546.022810; cout = 3074682862995.080566
a = 3482131.760400; b = 4044410.532959; cout = 3078241397103.117188
a = 3482133.192583; b = 4054275.043109; cout = 3081995286253.483887
a = 3482134.624766; b = 4064139.553258; cout = 3085944530446.154785
a = 3482136.056949; b = 4074004.063407; cout = 3090089129681.152832
a = 3482137.489132; b = 4083868.573557; cout = 3094429083958.461426
a = 3482138.921315; b = 4093733.083706; cout = 3098964393278.087891
a = 3482140.353498; b = 4103597.593856; cout = 3103695057640.039551
a = 3482141.785681; b = 4113462.104005; cout = 3108621077044.305176
a = 3482143.217864; b = 4123326.614154; cout = 3113742451490.885742
a = 3482144.650047; b = 4133191.124304; cout = 3119059180979.783203
a = 3482146.082230; b = 4143055.634453; cout = 3124571265511.008301
a = 3482147.514413; b = 4152920.144602; cout = 3130278705084.542480
a = 3482148.946596; b = 4162784.654752; cout = 3136181499700.395508
a = 3482150.378779; b = 4172649.164901; cout = 3142279649358.564453
a = 3482151.810962; b = 4182513.675051; cout = 3148573154059.053711
a = 3482153.243145; b = 4192378.185200; cout = 3155062013801.868164
a = 3482154.675328; b = 4202242.695349; cout = 3161746228586.989746
a = 3482156.107511; b = 4212107.205499; cout = 3168625798414.438965
a = 3482157.539694; b = 4221971.715648; cout = 3175700723284.198730
a = 3482158.971877; b = 4231836.225797; cout = 3182971003196.277832
a = 3482160.404060; b = 4241700.735947; cout = 3190436638150.674805
a = 3482161.836243; b = 4251565.246096; cout = 3198097628147.396973
a = 3482163.268426; b = 4261429.756245; cout = 3205953973186.422852
a = 3482164.700609; b = 4271294.266395; cout = 3214005673267.774902
a = 3482166.132792; b = 4281158.776544; cout = 3222252728391.449707
a = 3482167.564975; b = 4291023.286694; cout = 3230695138557.433105
a = 3482168.997158; b = 4300887.796843; cout = 3239332903765.727539
a = 3482170.429341; b = 4310752.306992; cout = 3248166024016.361816
a = 3482171.861524; b = 4320616.817142; cout = 3257194499309.309570
a = 3482173.293707; b = 4330481.327291; cout = 3266418329644.566895
a = 3482174.725890; b = 4340345.837440; cout = 3275837515022.131836
a = 3482176.158073; b = 4350210.347590; cout = 3285452055442.037598
a = 3482177.590256; b = 4360074.857739; cout = 3295261950904.256348
a = 3482179.022438; b = 4369939.367889; cout = 3305267201408.774902
a = 3482180.454621; b = 4379803.878038; cout = 3315467806955.625977
a = 3482181.886804; b = 4389668.388187; cout = 3325863767544.783203
a = 3482183.318987; b = 4399532.898337; cout = 3336455083176.275391
a = 3482184.751170; b = 4409397.408486; cout = 3347241753850.073242
a = 3482186.183353; b = 4419261.918635; cout = 3358223779566.203613
a = 3482187.615536; b = 4429126.428785; cout = 3369401160324.639160
a = 3482189.047719; b = 4438990.938934; cout = 3380773896125.382324
a = 3482190.479902; b = 4448855.449084; cout = 3392341986968.452148
a = 3482191.912085; b = 4458719.959233; cout = 3404105432853.849609
a = 3482193.344268; b = 4468584.469382; cout = 3416064233781.556641
a = 3482194.776451; b = 4478448.979532; cout = 3428218389751.595215
a = 3482196.208634; b = 4488313.489681; cout = 3440567900763.936035
a = 3482197.640817; b = 4498177.999830; cout = 3453112766818.590820
a = 3482199.073000; b = 4508042.509980; cout = 3465852987915.573242
a = 3482200.505183; b = 4517907.020129; cout = 3478788564054.888672
a = 3482139.775109; b = 4527769.226884; cout = 835214477569.827515
a = 3482114.564512; b = 4537632.749773; cout = 842141895410.530029
a = 3482115.996695; b = 4547497.259922; cout = 849137019236.423828
a = 3482117.428878; b = 4557361.770071; cout = 856327498104.629150
a = 3482118.861061; b = 4567226.280221; cout = 863713332015.150269
a = 3482120.293244; b = 4577090.790370; cout = 871294520967.994385
a = 3482121.725427; b = 4586955.300519; cout = 879071064963.159790
a = 3482119.864278; b = 4596819.481752; cout = 887051974878.305298
a = 3482091.698904; b = 4606681.033809; cout = 3567481925094.467285
a = 3482093.131087; b = 4616545.543959; cout = 3569346841338.610352
a = 3482094.563270; b = 4626410.054108; cout = 3571407112625.091797
a = 3482095.995453; b = 4636274.564257; cout = 3573662738953.873535
a = 3482097.427635; b = 4646139.074407; cout = 3576113720324.981934
a = 3482098.859818; b = 4656003.584556; cout = 3578760056738.398926
a = 3482100.292001; b = 4665868.094706; cout = 3581601748194.146973
a = 3482101.724184; b = 4675732.604855; cout = 3584638794692.205566
a = 3482103.156367; b = 4685597.115004; cout = 3587871196232.578613
a = 3482104.588550; b = 4695461.625154; cout = 3591298952815.281250
a = 3482106.020733; b = 4705326.135303; cout = 3594922064440.295898
a = 3482107.452916; b = 4715190.645452; cout = 3598740531107.625000
a = 3482108.885099; b = 4725055.155602; cout = 3602754352817.270508
a = 3482110.317282; b = 4734919.665751; cout = 3606963529569.235352
a = 3482111.749465; b = 4744784.175901; cout = 3611368061363.521484
a = 3482113.181648; b = 4754648.686050; cout = 3615967948200.122559
a = 3482114.613831; b = 4764513.196199; cout = 3620763190079.047852
a = 3482116.046014; b = 4774377.706349; cout = 3625753787000.289062
a = 3482117.478197; b = 4784242.216498; cout = 3630939738963.844727
a = 3482118.910380; b = 4794106.726647; cout = 3636321045969.711914
a = 3482120.342563; b = 4803971.236797; cout = 3641897708017.906250
a = 3482121.774746; b = 4813835.746946; cout = 3647669725108.418457
a = 3482123.206929; b = 4823700.257096; cout = 3653637097241.247559
a = 3482124.639112; b = 4833564.767245; cout = 3659799824416.388184
a = 3482126.071295; b = 4843429.277394; cout = 3666157906633.850586
a = 3482127.503478; b = 4853293.787544; cout = 3672711343893.632812
a = 3482128.935661; b = 4863158.297693; cout = 3679460136195.736816
a = 3482130.367844; b = 4873022.807842; cout = 3686404283540.151367
a = 3482131.800027; b = 4882887.317992; cout = 3693543785926.889160
a = 3482133.232210; b = 4892751.828141; cout = 3700878643355.942871
a = 3482134.664393; b = 4902616.338290; cout = 3708408855827.313965
a = 3482136.096576; b = 4912480.848440; cout = 3716134423341.002441
a = 3482137.528759; b = 4922345.358589; cout = 3724055345897.009766
a = 3482138.960942; b = 4932209.868739; cout = 3732171623495.330566
a = 3482140.393125; b = 4942074.378888; cout = 3740483256135.976074
a = 3482141.825308; b = 4951938.889037; cout = 3748990243818.937988
a = 3482143.257491; b = 4961803.399187; cout = 3757692586544.213867
a = 3482144.689674; b = 4971667.909336; cout = 3766590284311.812500
a = 3482146.121857; b = 4981532.419485; cout = 3775683337121.721191
a = 3482147.554040; b = 4991396.929635; cout = 3784971744973.958496
a = 3482148.986223; b = 5001261.439784; cout = 3794455507868.509766
a = 3482150.418406; b = 5011125.949934; cout = 3804134625805.372559
a = 3482151.850589; b = 5020990.460083; cout = 3814009098784.563965
a = 3482153.282772; b = 5030854.970232; cout = 3824078926806.063965
a = 3482154.714955; b = 5040719.480382; cout = 3834344109869.892578
a = 3482156.147138; b = 5050583.990531; cout = 3844804647976.026855
a = 3482157.579321; b = 5060448.500680; cout = 3855460541124.482910
a = 3482159.011504; b = 5070313.010830; cout = 3866311789315.254883
a = 3482160.443687; b = 5080177.520979; cout = 3877358392548.353027
a = 3482161.875870; b = 5090042.031129; cout = 3888600350823.760742
a = 3482163.308053; b = 5099906.541278; cout = 3900037664141.491211
a = 3482164.740236; b = 5109771.051427; cout = 3911670332501.537109
a = 3492004.271026; b = 3876715.621586; cout = 3013156923974.672363
a = 3492001.423116; b = 3886579.802752; cout = 3016427541720.658203
a = 3492002.855299; b = 3896444.312902; cout = 3019892212898.833008
a = 3492004.287482; b = 3906308.823051; cout = 3023552239119.327148
a = 3492005.719665; b = 3916173.333200; cout = 3027407620382.140625
a = 3492007.151848; b = 3926037.843350; cout = 3031458356687.267578
a = 3492008.584031; b = 3935902.353499; cout = 3035704448034.722168
a = 3492010.016214; b = 3945766.863649; cout = 3040145894424.482422
a = 3492011.448397; b = 3955631.373798; cout = 3044782695856.568359
a = 3492012.880580; b = 3965495.883947; cout = 3049614852330.976562
a = 3492014.312763; b = 3975360.394097; cout = 3054642363847.697266
a = 3492015.744946; b = 3985224.904246; cout = 3059865230406.730957
a = 3492017.177129; b = 3995089.414395; cout = 3065283452008.093750
a = 3492018.609312; b = 4004953.924545; cout = 3070897028651.766602
a = 3492020.041495; b = 4014818.434694; cout = 3076705960337.760254
a = 3492021.473678; b = 4024682.944844; cout = 3082710247066.073730
a = 3492022.905861; b = 4034547.454993; cout = 3088909888836.696289
a = 3492024.338044; b = 4044411.965142; cout = 3095304885649.644043
a = 3492025.770227; b = 4054276.475292; cout = 3101895237504.908691
a = 3492027.202410; b = 4064140.985441; cout = 3108680944402.494629
a = 3492028.634593; b = 4074005.495590; cout = 3115662006342.380859
a = 3492030.066775; b = 4083870.005740; cout = 3122838423324.608398
a = 3492031.498958; b = 4093734.515889; cout = 3130210195349.150391
a = 3492032.931141; b = 4103599.026039; cout = 3137777322416.000488
a = 3492034.363324; b = 4113463.536188; cout = 3145539804525.168945
a = 3492035.795507; b = 4123328.046337; cout = 3153497641676.661621
a = 3492037.227690; b = 4133192.556487; cout = 3161650833870.468750
a = 3492038.659873; b = 4143057.066636; cout = 3169999381106.596191
a = 3492040.092056; b = 4152921.576785; cout = 3178543283385.044434
a = 3492041.524239; b = 4162786.086935; cout = 3187282540705.801270
a = 3492042.956422; b = 4172650.597084; cout = 3196217153068.877930
a = 3492044.388605; b = 4182515.107234; cout = 3205347120474.274414
a = 3492045.820788; b = 4192379.617383; cout = 3214672442921.991699
a = 3492047.252971; b = 4202244.127532; cout = 3224193120412.022949
a = 3492048.685154; b = 4212108.637682; cout = 3233909152944.372559
a = 3492050.117337; b = 4221973.147831; cout = 3243820540519.045898
a = 3492051.549520; b = 4231837.657980; cout = 3253927283136.034180
a = 3492052.981703; b = 4241702.168130; cout = 3264229380795.333496
a = 3492054.413886; b = 4251566.678279; cout = 3274726833496.961914
a = 3492002.563045; b = 4261429.214035; cout = 628934339963.927124
a = 3491968.473215; b = 4271292.407923; cout = 633541101042.895142
a = 3491969.905398; b = 4281156.918072; cout = 638098101431.114380
a = 3491971.337581; b = 4291021.428221; cout = 642850456861.645996
a = 3491972.769764; b = 4300885.938371; cout = 647798167334.487427
a = 3491974.201947; b = 4310750.448520; cout = 652941232849.656128
a = 3491975.634130; b = 4320614.958669; cout = 658279653407.143188
a = 3491977.066313; b = 4330479.468819; cout = 663813429006.941406
a = 3491978.498496; b = 4340343.978968; cout = 669542559649.062866
a = 3491979.930679; b = 4350208.489118; cout = 675467045333.498047
a = 3491981.362862; b = 4360072.999267; cout = 681586886060.258911
a = 3491982.795045; b = 4369937.509416; cout = 687902081829.331787
a = 3491984.227228; b = 4379802.019566; cout = 694412632640.723145
a = 3491985.659411; b = 4389666.529715; cout = 701118538494.429443
a = 3491987.091594; b = 4399531.039864; cout = 708019799390.458740
a = 3491988.523777; b = 4409395.550014; cout = 715116415328.802490
a = 3491989.955960; b = 4419260.060163; cout = 722408386309.467163
a = 3491991.388143; b = 4429124.570312; cout = 729895712332.449219
a = 3491992.820326; b = 4438989.080462; cout = 737578393397.746094
a = 3491994.252509; b = 4448853.590611; cout = 745456429505.363892
a = 3491995.684692; b = 4458718.100761; cout = 753529820655.297974
a = 3491997.116875; b = 4468582.610910; cout = 761798566847.549683
a = 3491998.549058; b = 4478447.121059; cout = 770262668082.122925
a = 3491999.981241; b = 4488311.631209; cout = 778922124359.010010
a = 3491998.120092; b = 4498175.812441; cout = 787776789289.554810
a = 3491969.954717; b = 4508037.364499; cout = 3468934378470.282715
a = 3491971.386900; b = 4517901.874648; cout = 3471682206996.166504
a = 3491972.819083; b = 4527766.384797; cout = 3474625390564.361816
a = 3491974.251266; b = 4537630.894947; cout = 3477763929174.874023
a = 3491975.683449; b = 4547495.405096; cout = 3481097822827.706543
a = 3491977.115632; b = 4557359.915246; cout = 3484627071522.862305
a = 3491978.547815; b = 4567224.425395; cout = 3488351675260.336914
a = 3491979.979998; b = 4577088.935544; cout = 3492271634040.116699
a = 3491981.412181; b = 4586953.445694; cout = 3496386947862.226074
a = 3491982.844364; b = 4596817.955843; cout = 3500697616726.646973
a = 3491984.276547; b = 4606682.465992; cout = 3505203640633.386230
a = 3491985.708730; b = 4616546.976142; cout = 3509905019582.445312
a = 3491987.140913; b = 4626411.486291; cout = 3514801753573.821777
a = 3491988.573096; b = 4636275.996440; cout = 3519893842607.512207
a = 3491990.005279; b = 4646140.506590; cout = 3525181286683.531250
a = 3491991.437462; b = 4656005.016739; cout = 3530664085801.857910
a = 3491992.869645; b = 4665869.526889; cout = 3536342239962.502441
a = 3491994.301828; b = 4675734.037038; cout = 3542215749165.468750
a = 3491995.734011; b = 4685598.547187; cout = 3548284613410.754395
a = 3491997.166194; b = 4695463.057337; cout = 3554548832698.360352
a = 3491998.598377; b = 4705327.567486; cout = 3561008407028.279297
a = 3492000.030560; b = 4715192.077635; cout = 3567663336400.514648
a = 3492001.462743; b = 4725056.587785; cout = 3574513620815.068848
a = 3492002.894926; b = 4734921.097934; cout = 3581559260271.942383
a = 3492004.327109; b = 4744785.608084; cout = 3588800254771.135742
a = 3492005.759292; b = 4754650.118233; cout = 3596236604312.645508
a = 3492007.191475; b = 4764514.628382; cout = 3603868308896.473145
a = 3492008.623658; b = 4774379.138532; cout = 3611695368522.617188
a = 3492010.055841; b = 4784243.648681; cout = 3619717783191.083496
a = 3492011.488024; b = 4794108.158830; cout = 3627935552901.864258
a = 3492012.920207; b = 4803972.668980; cout = 3636348677654.957520
a = 3492014.352390; b = 4813837.179129; cout = 3644957157450.376953
a = 3492015.784573; b = 4823701.689278; cout = 3653760992288.110352
a = 3492017.216756; b = 4833566.199428; cout = 3662760182168.164551
a = 3492018.648938; b = 4843430.709577; cout = 3671954727090.532715
a = 3492020.081121; b = 4853295.219727; cout = 3681344627055.219727
a = 3492021.513304; b = 4863159.729876; cout = 3690929882062.229004
a = 3492022.945487; b = 4873024.240025; cout = 3700710492111.549805
a = 3492000.690681; b = 4882887.762884; cout = 3710577782379.521484
a = 3501873.950198; b = 3748478.092844; cout = 2976187535523.439453
a = 3501875.382381; b = 3758342.602994; cout = 2979753698814.071777
a = 3501876.814564; b = 3768207.113143; cout = 2983515217147.020996
a = 3501878.246747; b = 3778071.623292; cout = 2987472090522.294922
a = 3501879.678929; b = 3787936.133442; cout = 2991624318939.877930
a = 3501881.111112; b = 3797800.643591; cout = 2995971902399.791016
a = 3501882.543295; b = 3807665.153740; cout = 3000514840902.015137
a = 3501883.975478; b = 3817529.663890; cout = 3005253134446.546387
a = 3501885.407661; b = 3827394.174039; cout = 3010186783033.405273
a = 3501886.839844; b = 3837258.684189; cout = 3015315786662.583008
a = 3501888.272027; b = 3847123.194338; cout = 3020640145334.082520
a = 3501889.704210; b = 3856987.704487; cout = 3026159859047.891602
